2 295.0 50.4 5.933552621534948
2 295.0 50.4 6.031158236453006
2 295.0 50.4 6.048669316194882
4 295.0 50.4 6.080080379817781
4 295.0 50.4 6.238094007200194
4 295.0 50.4 6.18692556531652
4 295.0 50.4 6.075165788243549
4 295.0 50.4 6.1400506675865945
4 295.0 50.4 6.256883105902962
4 295.0 50.4 6.1021847920386225
4 295.0 50.4 6.215988294131441
6 295.0 50.4 6.315157276679409
6 295.0 50.4 6.273267410165113
6 295.0 50.4 6.233510620863829
6 295.0 50.4 6.425306286114106
6 295.0 50.4 6.321055352834344
6 295.0 50.4 6.383799912487695
2 293.01 50.38 6.113359064613377
2 293.01 50.38 6.176712549408391
2 293.01 50.38 6.227565992629842
2 293.01 50.38 6.153292537997493
4 293.01 50.38 6.338184331975801
4 293.01 50.38 6.314525108281559
6 293.01 50.38 6.069164249047884
6 293.01 50.38 6.33765393069663
6 293.01 50.38 6.332283196520025
6 293.01 50.38 6.306832226497874
6 293.01 50.38 6.235695216059572
6 293.01 50.38 6.075481248731134
6 293.01 50.38 6.224789988820022
6 293.01 50.38 6.388840169325846
6 293.01 50.38 6.329970539127771
2 291.02 50.36 5.905254696104195
2 291.02 50.36 6.054344178950084
4 291.02 50.36 6.160271816440441
4 291.02 50.36 6.2046128452153315
4 291.02 50.36 6.283739014715282
4 291.02 50.36 6.219999599393176
6 291.02 50.36 6.375654481740952
6 291.02 50.36 6.30443023879648
2 289.03 50.34 6.141239914925192
2 289.03 50.34 5.893494518718157
2 289.03 50.34 6.011070784715976
2 289.03 50.34 5.906444424001831
2 289.03 50.34 6.135525117147089
2 289.03 50.34 6.180578480449584
2 289.03 50.34 5.922564806870691
4 289.03 50.34 6.33088114338274
4 289.03 50.34 6.141726266364054
6 289.03 50.34 6.043536835518942
6 289.03 50.34 6.222835325732907
6 289.03 50.34 6.407211543077329
2 287.04 50.32 6.0114471584493225
2 287.04 50.32 6.300543315411579
2 287.04 50.32 6.158755612559227
2 287.04 50.32 6.047558763235356
4 287.04 50.32 6.208938543901764
