2 295.0 50.4 0.00217998817965762 0.016208613405378366 0.009905983964384031 0.002231113573476613 0.015321294582815035 0.19930206870454475 0.0017690177644958806 0.0006481072897807966 0.7515626639072712 0.0008711486281956844 
4 295.0 50.4 0.00019144765757069706 0.0005428673418042406 0.4566990297804381 0.007455917621300276 0.0008016958168072241 0.006036853366072795 0.5279950904393867 1.4188880041586293e-05 2.8960166376066363e-05 0.00023394893020228335 
6 295.0 50.4 0.12557370270291962 0.017597417478946217 0.00878962606273543 0.06111512326612168 0.025401520030331123 0.07830799317309059 0.40584839513904947 0.035206413395834954 0.07247464388120989 0.169685164869761 
2 293.01 50.38 0.002086625834249011 0.0037095369322289904 0.0037907971619866813 0.049180575525581756 0.0002808871559356581 0.04747181650320314 0.31320419617646905 0.20961843727834262 0.37032333606620077 0.00033379136580232496 
4 293.01 50.38 0.0038684181517947046 0.13600966436671016 0.0005905996120548858 0.0012406324224703954 0.0018814289147049404 0.029211936535116327 0.0009097516696866583 0.6676266937468323 0.0037055165062208676 0.1549553580744088 
6 293.01 50.38 0.00027791750713082434 0.20109778898069103 0.32116861720246426 0.0033504722469608924 0.002643440415480921 0.284587289777108 0.0004095778735815026 0.14866759682138203 0.032800583445285234 0.004996715729915301 
2 291.02 50.36 3.7074492104519214e-05 0.1502294773081467 0.006064203398550523 0.13583729517668355 0.2200610028463491 0.2825786659385419 0.0034766192985530614 2.6449553820847794e-05 0.20168415634025524 5.05564699455803e-06 
4 291.02 50.36 0.02087226233384132 8.023913253486233e-05 0.029191379110031866 0.0020822701438383655 0.0007867247132857842 0.008525507581948172 0.9242594372542416 0.013143976138885592 0.0008687156320676858 0.0001894879593247098 
6 291.02 50.36 0.18714029061600418 0.0005523651469013329 0.1823653313632036 0.014412736721656954 0.4767409643301903 0.0001252045832632842 0.004260790534182824 0.133018730469615 3.875467893988903e-05 0.001344831556042644 
4 289.03 50.34 0.0007820185045902434 0.01072546744568869 0.20367507187571826 0.20867150922673625 0.006524398608309801 0.005130748668803628 0.3074900214367696 0.16294162547037827 0.09293800566773251 0.0011211330952726989 
2 287.04 50.32 0.0005477037055226629 0.009115503209635454 0.001098754717304867 0.0020670759298187483 0.8469487506226939 0.0008249513290717232 0.13179741598705186 0.002909105581935466 0.003599617803903832 0.0010911211130614656 
4 287.04 50.32 0.008694925662132784 0.00022694553681211246 4.926096850953114e-05 4.929494912636196e-06 0.00011546082084592763 0.039874725893948346 0.0004308571282933117 9.861682358750135e-07 0.8150366033338948 0.13556530499241465 
6 287.04 50.32 0.002024050482796591 0.6727843398031115 0.00017907110989195087 0.0852000007285118 0.08279830816369053 0.042383539864889096 0.0109730725879077 0.0027775681969084563 0.06164215717314756 0.039237891889144824 
2 285.05 50.3 0.40326266451953047 0.457455268872505 0.0020036889561496603 0.13580257031643445 9.484183265486117e-07 1.3857238193675477e-05 0.00014795191037619536 2.920527978912454e-07 0.0001911737091787822 0.001121584006507351 
4 285.05 50.3 0.0003379398566004453 0.40055235426100266 7.321403157346287e-05 0.01735274085351364 0.021216251155395355 0.5278934442418756 0.005173498455987294 0.0006067463382347739 0.02626843116056649 0.0005253796452503119 
6 285.05 50.3 0.00015988785982858065 0.3187438071329644 0.0008453791676221232 0.0005291108101458472 0.0009762064741404026 0.6515841543154987 4.949070193453296e-05 0.0002224383894895897 0.026847012830460173 4.251231791571425e-05 
2 283.06 50.28 0.0028092263949206914 0.0006921196420386305 0.003256238877166499 0.0002267944865849518 0.9131064456973891 0.00015822031827505842 0.013602162601021385 8.962338866560094e-06 0.00011298223521098742 0.06602684740852616 
6 283.06 50.28 0.20793813880552792 0.0794587193042446 0.0014022905597357303 0.005119485619131261 1.965533375261719e-05 0.00019234081723143383 0.03398866841420877 0.6044023454218586 0.06665832125751632 0.0008200344667927535 
2 281.07 50.26 2.0591542432386554e-05 0.7610246135444135 6.706456960251514e-06 0.0038436898058048273 0.020592900848157604 0.0009103325912506609 0.20931496236823288 1.9454840815726228e-05 1.0593518606231793e-05 0.004256154483325899 
4 281.07 50.26 0.0030114228755137484 0.012133962081381101 0.0005889207836141771 0.02232440997024081 5.302902819495827e-05 0.9236313681388076 0.00021527924231508878 9.464272551488127e-05 6.168149103762756e-06 0.03794079700531383 
