h x y Vpinput Vpoutput Vs Ro Q An Bi CPx Ol Amf OPx Alb Ort  Sio2 tiO2 al2O3 fe2O3 feO mnO mgO caO na2O k2O h2O
6 197.49 49.42 6.24 6.104850849964717 3.540297844979497 2.73316795115316 0.0004854494749997051 0.29422279178744476 0.0018982716835072022 0.08150485901980924 0.01067123269957164 0.01887810065434228 0.03597925311686626 0.0013891522257005115 0.5549708893377584 55.98252940537016 0.08308804738579215 21.634692021969954 0.6569249461508806 2.267591300957067 0.05866143391228096 2.286449360798855 7.746818343794303 1.9503928997803088 67.94785217825726 0.4124770931712296 
8 197.49 49.42 6.26 6.318217584619682 3.7134549423317478 2.959702120838325 0.004551585335033886 0.053895485657340855 0.0031737567585491356 0.4656684710313859 0.013196654662819197 0.0012557396300368062 0.0420468558287886 0.0060522149243057086 0.4101592361717399 55.87175994254649 0.2133770169153167 11.06300211457679 1.3409954371783226 5.809807866814141 0.18853619703282581 6.9713433164181335 11.117685204981447 1.6440241456788138 50.241030694741944 0.24716404553507973 
2 193.51 49.38 6.07 5.9691646853877085 3.487540657159776 2.804180700759481 0.04871482069427326 0.011186288396956618 0.12297696237752849 0.21386901460723456 0.06157657560704211 2.5366465752859915e-05 0.0013640393078706698 0.19097638266543182 0.3493105498779096 58.41950161406533 0.43494272723832295 13.417900194498637 1.2310319871805488 4.94025888690979 0.14440981639836878 6.644295846694378 5.152767859614195 3.367701683733759 43.83375248095691 0.4855962941438285 
14 167.64 49.12 6.28 6.322818850007369 3.710750146833541 2.9934362484838 1.4201079789134116e-05 0.012036408039696623 0.0014550860924829145 0.5505302782315433 0.004048192961850932 0.0078010020754825885 0.027665138108682673 9.361521349920757e-05 0.3963560781969726 55.74522831039885 0.24506679103098195 9.385738658677406 1.4720784914260827 6.0776963934029125 0.2069526969734219 7.418035456321315 12.168331174920418 1.5716913138650646 48.54020231267948 0.2387671968252249 
16 155.7 49.0 6.3 6.434096035849969 3.343006515051111 2.925004630132961 0.009397567062501938 0.00020061334015170236 0.9169752322525551 0.04681624881631374 0.011155463186020544 0.00014065283597433726 0.00020238597640495203 0.0032571677282267533 0.011854668801850972 37.95252189950606 2.555431771829244 15.121973644548289 4.211190365845714 15.326381234007714 0.2622896151012561 10.528974595377187 1.9807574077206993 0.48609419541084953 8.986433863328303 1.9179286231497674 
6 153.71 48.98 6.06 6.2494537924756175 3.6191450524048547 2.8844115249668336 0.030499606235669996 0.09830515327797074 0.11311636410324052 0.08157000274492131 0.0013116228101265116 0.19564976054168984 0.10594655752311571 0.036877985368757485 0.3367229473945079 53.85160738087373 0.610429558783601 14.911494967497578 1.9576912269181381 7.987956921349405 0.17029437144983084 5.747799349460203 6.056450455430623 1.8992671253555167 42.28705815621189 1.0124231701380564 
10 143.76 48.88 6.21 6.2028343905964265 3.5173187441092604 2.8164698786895155 0.0008998353661065807 0.0015693194185116637 0.25222811192729183 0.0002572451495864496 0.18062443721312232 0.0007336650763468223 0.04066005260434062 0.29650649360345005 0.2265208396412437 52.973610986294084 0.7239000603579662 14.553070011068481 1.568771946591117 7.994547466803594 0.18605542562672445 11.211537357797848 0.6764161510415633 4.098785374275869 29.915771354292286 0.757783861913092 
8 127.84 48.72 6.23 6.3720876732461305 3.7180666472771287 2.871096414728871 0.054274943516675 0.011464657979589753 0.020013473872833476 0.18000540066227255 0.12212671100205094 0.15276850945061643 0.007891388828371794 0.14727632850450104 0.304178586183089 57.364148296850416 0.32337124104057796 11.56896171673562 1.3748861406294586 5.854245009355985 0.1792992041167755 9.35405947041497 5.944103380111351 2.9253414233709467 37.552033328111406 0.6867096104274572 
10 121.87 48.66 6.27 6.176672132435977 3.744818043132251 2.932037972208762 0.23673225910730578 0.05571080172368892 0.01122510322513593 0.001179615153556796 0.03147427317878654 0.0022154881368105237 0.30379885280470337 0.021372011255014835 0.3362915954149973 65.83099816919844 0.11486129853559593 9.591968103756821 1.1913044993453241 9.596779168045302 0.1739116771982916 6.259301353733261 1.592355340674762 1.3492758743595554 41.27619706312094 0.2773479782535849 
12 115.9 48.6 6.28 6.44521225222078 3.7234171654788164 2.8234164324327384 0.389574646662054 0.0015178190999405696 0.5625918882169147 0.000916300941110584 0.0007072469773688595 3.504814422890626e-05 0.022410606075089774 0.004710628724211967 0.0175358151590806 62.00842467360341 1.5618094590944764 9.554425656471137 2.5908693966867427 9.706297811677679 0.1599511485453911 6.198656235978107 0.6795689148997306 0.3455048972423745 6.770079002463921 1.1841338853334618 
8 97.99 48.42 6.24 6.313450124335075 3.337858522411598 2.8734239478759913 0.10845236375162999 0.00020242601284696887 0.8612763830131454 0.00010291343972140319 0.00030984439760512947 0.00016470945525894843 0.0002845206776180263 0.01565716380201802 0.013549675450156161 43.99955128090844 2.382157322557996 14.409264933465225 3.850408217853477 13.84207846976993 0.22729173858723398 8.915208564015328 0.9383500859447192 0.5742552260147167 8.737437340505316 1.7999253013363523 
10 94.01 48.38 6.24 6.27936194396951 3.570021427042282 2.9218977023684913 0.00015305205267520782 0.001622983762591205 0.3115978296519332 0.017467924536799476 8.105025697406729e-05 0.004916267582085706 0.23634602720924214 0.26723206912179354 0.16058279582590546 52.38377956632192 0.9348079014952774 13.974917528554087 2.319736470283244 12.138296571715044 0.22083879110547075 7.190236572066439 1.2199916404634972 3.634887945540668 22.346720426423786 0.8901292042287732 
14 88.04 48.32 6.28 6.155794181878962 3.7066924149615357 3.1670774358594316 0.034192993525027526 5.803086476428535e-06 5.6888014729102806e-05 0.025088347450103562 0.0003062036513688645 0.0015562400361631829 0.5788062910412292 0.0003279968936295062 0.35965923630127267 56.21066507139018 0.15608082998771575 7.931125659443972 2.031703902556863 17.192315771508714 0.30193940328788865 9.308367977323249 1.294295644990234 1.2096967775691956 44.06022086786469 0.3069950582725798 
2 86.05 48.3 6.04 5.987298446181933 3.4182473979344676 2.5827515065915945 0.00042650136088393496 0.04221944104848883 0.014808767592417046 0.014798400029167392 0.005429715718218923 0.0007205956727368403 0.0003481119589458589 0.6639317955112853 0.25731667110785583 64.75276256801396 0.055315381165700284 20.05585732532661 0.3459413795757028 0.4978847692658781 0.04258188307891833 0.7188143631217749 1.5718637943921594 8.168332011903178 31.883584439952703 0.38884281968263007 
8 64.16 48.08 6.26 6.246289404581219 3.451790013329479 2.941740161137156 0.005683616659745702 0.0008086059350380127 0.5622801330023605 0.08385254246673948 0.008225619286635108 0.03675494817573866 0.09900377227089631 0.0718184300743202 0.13157233212852606 45.33460347370705 1.6584291627438177 13.749141995133336 3.2243507222337615 13.251388969612748 0.24411489827704616 9.083981543488164 2.975730767027737 1.5553516199524837 20.78354115491115 1.3861757117364752 
4 62.17 48.06 6.1 6.112458258332286 3.5698168288224625 2.736392749167452 0.08799604827345116 0.211959691272548 4.815918900760114e-05 0.0002964281425306823 8.177497095796761e-05 0.21250841987246438 0.02254871752486903 0.00014175611758532203 0.46441900463658586 58.76503010823984 0.26910776358344835 18.730670930017816 1.13747463491238 3.181851734745954 0.07397706054739199 2.4246735652356732 6.4904709360394515 1.8558487040120968 56.96790572632055 0.8753916814860057 
8 54.21 47.98 6.23 6.1588102546937735 3.574378708811718 2.877749429024443 0.0010343354218091084 0.043165665535097715 0.14022756591600366 0.0046198811993687664 0.35634754656536044 0.0038900294563636605 0.002606672339986488 0.02950119967132847 0.4186071038946817 50.49644930862574 0.42360095031603745 12.62744979368178 1.1473062957049647 7.83334665180144 0.21112223996510382 17.21100448939804 1.466079903876005 1.7178251940070457 52.38365877697488 0.5404489833098438 
8 48.24 47.92 6.21 6.292011917324992 3.594127087400613 2.7464802076071373 0.01779230621704463 0.041374474887862944 0.107398798828492 0.013167958258581995 0.03122845961333553 0.03345030167791692 0.09143416601320513 0.45568904642608976 0.20846448807747106 59.50875347551928 0.3717969769046309 16.879367461950828 1.1484183356660465 5.395734890656844 0.1242154491647728 4.462337183138745 1.943014698878267 5.822080739023436 26.613668271608407 0.61355890606195 
6 44.26 47.88 6.15 6.071327474248493 3.457319811779465 2.8317397493303775 0.02384508868427692 0.037024324404459824 0.2562573970641039 0.034118115993173805 0.03403711957118865 0.15634092112583162 0.04757350166214813 0.14389597596396958 0.2669075555308475 52.63787093171642 0.9266772322820948 15.246188553270322 2.155720607646377 8.173611222207178 0.17104759531683938 6.811869549719743 3.6142207283436916 2.7995790732977297 34.927316385946284 1.1654100275709471 
h x y Vpinput Vpoutput Vs Ro Q An Bi CPx Ol Amf OPx Alb Ort  Sio2 tiO2 al2O3 fe2O3 feO mnO mgO caO na2O k2O h2O
3 107.0 143.0 6.38 6.426287361020696 3.263171213436014 2.9178835433943364 9.306695508984603e-05 0.008159603365667492 0.9561400178471424 0.0003761118923220614 0.0003353169540732513 0.02132436493920945 0.012007019207298209 0.0005844624121845981 0.0009800364270126695 36.68014628598864 2.6726100323971904 15.906831758589666 4.394638082478319 15.955385242076478 0.26356031292701537 10.277778292221203 1.4163003231009939 0.4486216450669679 7.989257523890177 2.055354630696347 
6 107.0 143.0 6.64 6.502098702224314 3.8569835500674827 3.0973232304205567 1.925803641296799e-05 0.030314135589480342 0.0011323217491985534 0.003064636377381936 0.01633504736806319 0.0472199313553973 0.4859083523802293 0.13287989182163265 0.2831264253222038 55.25558345233854 0.1837632078117978 10.486834652768328 1.9116561642449286 15.061047497665635 0.27427419142113824 8.769201159989024 1.8201211979367702 2.5062272203225113 34.787726414253775 0.45015701897751703 
2 108.83 133.17 6.29 6.272837137164625 3.6974520064808516 2.949899443187294 8.3547193468213e-06 0.02264541455264843 4.4574816282330534e-06 0.4502954716514844 4.376248958946462e-05 0.021210362823444184 0.05352380447074207 0.06544811838613487 0.3868202534249815 56.60484512785064 0.22342190601091375 10.833310309160831 1.391961007264901 5.983550444782349 0.19039018827255402 6.547311023126255 10.440399903551324 2.232992888091279 47.395296907025525 0.2957439577733217 
4 108.83 133.17 6.47 6.640602859741227 3.468985214416294 2.9380076076799084 0.008252698352777775 0.007770065933782264 0.825884290321556 0.07942495623345619 0.028727167619463728 0.005088253451709229 0.006976594124130669 0.029937404287125994 0.007938569675998184 39.32493665157802 2.3255364340973776 14.522076072911144 3.9466853735177567 14.68450044608451 0.26373907754644305 10.910604005105288 2.7897728736110246 0.7677180863992137 7.7792631797431735 1.764464411140005 
6 109.93 127.27 6.64 6.803190396328966 4.492880976849696 2.6689541632538374 0.9838769449587387 5.572842696120983e-05 0.003971313562030573 0.010092564164868813 0.0004023534917378126 1.1175435512209233e-05 0.0013008468525366988 6.134263201638718e-05 0.00022773047559762128 99.14375818746363 0.015376856990012747 0.09460295816339724 0.04519316547853878 0.20072139978717457 0.005325648175288467 0.20157416737487757 0.21999098481035123 0.00981026732740266 0.06149051909787523 0.010094327579178174 
3 111.03 121.37 6.39 6.334484585197213 3.1965412299546094 2.9071955148243878 0.006355203787099138 6.071145480563077e-06 0.9921339081540851 5.7877189095134646e-05 2.7542677760542864e-06 0.0010835585402678481 0.00035173716153946455 8.331600558775372e-06 5.581540979354808e-07 36.62501185375844 2.7448477762507033 15.93644568688914 4.430482589150872 15.94898829468108 0.2610435760371022 10.25811592630226 1.068146106884295 0.4160766887976716 8.148938370922325 2.0638857283478993 
2 111.4 119.4 6.31 6.3271533173584125 3.1836284924092784 2.9065327312052345 0.0018427410576309143 2.01525359156216e-06 0.9978183512003228 2.7880908113031378e-05 1.1560539754731181e-06 1.8962633933214639e-06 8.927647016815284e-06 0.0002965304257374446 5.011902186315345e-07 36.33119972626617 2.7591844897576 16.021499876914387 4.450341557716849 16.017337221319227 0.2620555091565157 10.300875528959256 1.0617743307433514 0.4198976335073373 8.194976388077981 2.0725917064844515 
7 111.4 119.4 6.7 6.635987143144851 3.499020684710185 2.9811357309601036 0.004259175236684138 0.007763329628339141 0.816458666831977 0.000744908539484179 0.0005813343747029169 0.01328346561799479 0.12395971318662673 0.030913066827491446 0.002036339756699676 39.283458893699255 2.304207531817916 14.37079795949816 4.111293779602692 16.89697328999772 0.28258579739446044 10.51107939483687 1.3053064613739291 0.7372693890799518 6.992613255376802 1.7884330338753889 
3 112.5 113.5 6.42 6.258677332085413 4.064595396063645 2.675450576292997 0.7730290112057934 8.514474533175219e-05 0.003273279608851182 0.035970847275773085 0.01944317612035787 6.443125081552093e-05 0.0030320926143021882 0.00031253046864850633 0.16478948671012653 90.7489336316311 0.027287915070432274 3.334292529265289 0.1653946604267533 0.7804409449662476 0.024337686904378326 1.3812411084107556 0.8625225539230925 0.5266566774148503 20.184774626070897 0.07082780788148416 
2 112.87 111.53 6.33 6.123045800724159 3.201238816995948 2.8968983715929504 0.0001958404928512255 0.0003882283524661792 0.857026178325269 0.020627183605533544 0.021876556033965915 0.0156801665593979 0.0019917123736878112 0.0126464750491252 0.06956765920770328 39.09516984463472 2.3994906723361957 15.583274316823173 3.980717148667598 14.52339852761357 0.24865445425591057 10.241173305576673 1.5736660062577081 0.7473993210337135 15.565313675578974 1.860049878225634 
5 112.87 111.53 6.55 6.73237852622601 4.040463662753368 3.3072613854072768 0.011254461521245642 0.0004936006320170314 0.0002068985038524043 0.001576683470016016 0.0065908475495179844 0.0025539128691714425 0.7248289956107211 0.004857197634978067 0.2476374022084803 53.325074255778034 0.18286156341888177 6.06612602108385 2.438521978661072 21.34061662275622 0.37062691165859013 11.558748823747779 0.9039551978673758 0.9365814566155706 30.38014601086388 0.3183603648718714 
4 114.33 103.67 6.66 6.6524829444304805 3.8092894431153677 2.7156820877482546 0.007123958761039847 0.40690630570523967 0.002892711861480702 0.0017901335078060404 0.003745982284157915 0.11621811985307483 0.010787999223809385 0.0019081334874811525 0.44862665531591045 53.77778703299842 0.16499989583240834 24.39834340003784 0.8095248700676786 1.8366754103642746 0.04345106993602923 1.5612613569589755 9.121158877000667 1.796392487919999 55.018891310760814 0.6952493832782314 
2 114.7 101.7 6.37 6.429500011470932 3.3335439481928844 2.8852018497418483 0.03426198227575559 0.020861639466584782 0.8609575404970797 0.005569381503869607 0.0008356970589539931 0.029960942513609534 0.00021537664581600233 0.02921478605863541 0.01812265397969537 40.3422390156282 2.4195974147497235 15.8164777428661 3.9952939968231274 14.240700382897275 0.23844684727626042 9.287238331189785 1.7649235950630278 0.7995266166251233 9.32264763071743 1.9020867358134694 
6 114.7 101.7 6.15 6.031013618009169 3.5033167108482703 2.72301363505653 0.0026031118397861173 0.0019429919920031262 0.00043904296740638715 0.07020122285868849 0.10586732226760376 0.000970078366024944 0.037343057662480965 0.4670647061120101 0.3135684659339961 61.576653883849076 0.05208943139184102 15.746589217107505 0.5792768888568574 3.3803290408754343 0.11491735174816897 6.178553653061471 1.9886854877361857 6.181064683900691 38.56917429236008 0.32174624900508925 
2 114.7 101.7 6.84 7.024064253270779 3.868591946545352 3.148231072944765 0.0006636683094710051 0.006884621813851556 0.6092205275791014 0.006493865983030313 0.0066730334012075655 0.0023271262109302235 0.35684852741435136 0.003722868964338475 0.007165760323718114 41.31874287942665 1.7770770831025968 10.830215081607172 3.9131227667184714 20.390776829650775 0.34596620389357763 12.2007837676837 1.290103928584336 0.3943204644273867 5.927995707954441 1.3918185615821037 
4 115.07 99.73 6.47 6.5463858732914835 3.8655557726722405 2.9969335843528824 3.752039106460417e-07 3.055179090383702e-06 0.001356477878678916 6.736326265036333e-07 0.5189107881052553 0.0029831887240859413 0.06745468251048906 2.0994214778013877e-06 0.4092886593443855 50.17424799941715 0.06152481040076987 8.229699514393687 0.861307260863363 9.89811612724398 0.28058988007771846 23.816726815700477 0.5112224844007015 1.3040151855868691 50.09970969396681 0.2630435420374493 
1 115.8 95.8 6.23 6.065309488926938 3.343551784749751 2.965324618386552 0.0058724785338375015 0.0013753192233069951 0.6591046034567309 0.018312369123495008 0.004002397235764833 0.012071238849707459 0.15317891353477786 0.001047437673908749 0.14503524236847065 43.01765979666352 1.8832054058490753 13.855852151460935 3.567464622265997 15.435978018678012 0.26234751360188013 9.69479403423795 1.4677160480235223 0.7826044286247422 23.17965735607829 1.5032996286667462 
2 115.8 95.8 6.39 6.598889525102243 3.510916424138507 2.7466320245386884 0.0008232209864295205 0.007238682802818861 0.4887820538112101 0.0039262309294476995 0.009235386387978568 0.007233781148961088 0.00552700428045867 0.4570144934948002 0.020219146157895274 51.3929968983383 1.366383514015208 17.746848907061192 2.3610884304346 8.268923904248965 0.15952329326659162 5.731256557572111 1.0475071579689967 5.345016637505417 6.6904964202482 1.2197437234326993 
4 115.8 95.8 6.88 7.07381763973531 4.076397163303434 2.892935891730938 0.019499066873467957 0.13965214110808272 0.03138571433527262 0.10541660769981791 0.2826915498581982 0.00021308224476889945 0.01585676017648224 0.14737253377819765 0.25791254392571183 53.00845548067515 0.15829432828068915 13.722910788971614 0.8725219311431766 6.233127348868757 0.19256597297215203 14.280349073204803 5.194779479528079 2.60461232555424 31.90322217961409 0.3448497890520456 
6 116.17 93.83 6.48 6.552409337796607 3.8482490362468487 3.104058241288212 0.0008691574796117976 0.003806001732440834 0.00032132632748597945 0.02054724748553902 0.003298286716073697 0.35905663664949383 0.3470765516678328 0.0010611995893496677 0.26396359235217237 51.783057574964765 0.5238992146314925 9.573023071441007 2.6975167168969962 14.58197116499647 0.28733916697519746 9.180105580531231 4.801641606099369 1.435935275332049 32.56875156941761 1.2290516141409344 
0 116.17 93.83 6.57 6.786552525742135 3.770519030977543 2.9192150580959284 0.20123889894543354 0.0066554766738846 0.5883731436508519 8.129010795894265e-06 9.951043003144403e-06 0.11236708300105802 0.08255300523930874 0.008794030863664912 2.815719991972051e-07 51.47479527639957 1.7809877120964677 11.149519764362894 3.3519304960133605 13.163393682185974 0.2287158104159283 8.41586858531411 2.029438202353661 0.5343074256558243 4.921477108698929 1.5757789944850682 
6 116.17 93.83 6.7 6.753628974134436 4.173338735756925 2.642838465893685 0.5656608261410501 0.009514725874860474 0.0022592939491718296 0.027328974545599065 0.0038802969432729954 0.0013023814897182978 0.0019326160859418743 0.34725647415286465 0.040864410817520756 84.80918959110738 0.02186364722430779 8.197873776620606 0.18291157962328722 0.42144227942426454 0.028818484238753973 0.6306750831337983 0.9577446014128349 3.994785344946259 5.170085461495858 0.16024768929859895 
4 116.53 91.87 6.44 6.424564092503111 3.273603484266311 2.913844487653918 0.013131247317385908 0.00507381923306254 0.9571801944851209 0.015539150925979234 0.006487346586276888 0.002584372439400761 8.011934989014199e-08 3.3943078796244036e-06 3.945855442294172e-07 37.3516049187154 2.6566333832643303 15.604007963232315 4.32308026394076 15.6354308086938 0.26043096347464323 10.378590686090577 1.4704590334651046 0.4172677486338004 7.864936960993467 2.001027969526533 
6 116.53 91.87 6.48 6.48895410119724 3.4977217271614047 2.888033312529602 0.16404803436934073 0.004248390153855983 0.7983315624002132 0.00970795541852104 1.1269999867608807e-05 1.0712157005605874e-05 0.023632767648957987 7.78726023244999e-06 1.5205920054011883e-06 47.146442322147074 2.2172708606996014 13.021280448286264 3.6610024903276757 13.594584200085801 0.2248574883711535 8.725524598359046 1.1559881402083227 0.34643158705547317 6.560821826005084 1.6687737457319982 
6 116.53 91.87 6.94 7.0403304816052 3.9072969432072333 2.6176524214241197 0.005820480540062429 0.006521233516044126 1.0580236229748994e-05 7.038446523853446e-06 0.041276804015175826 0.0002163372914250989 0.0296862984985351 0.9019021908960669 0.014559036559936884 65.74820671595184 0.014968894040893138 18.65013348908364 0.35814434030794673 1.4945965741317784 0.0750692768661736 2.4221718201043854 0.597117501257759 10.043892158387552 2.174635073131226 0.3602344565759717 
3 116.9 89.9 6.34 6.204277465641182 3.1619635197517257 2.9008584108029147 3.459795665299895e-07 0.0023855561523296845 0.9636066619040875 6.572902484780356e-07 0.004747964363145627 1.2642713031165744e-05 0.0013288601115057997 5.153795908102472e-06 0.02791215769017711 37.03432954719301 2.6655695373304913 16.094220547815045 4.3145557466179225 15.580789573026195 0.2560417469658814 10.17779772877325 1.08708982397908 0.48856397405380814 11.328111081178925 2.013208684229122 
0 116.9 89.9 6.57 6.631283140460016 3.468492481331854 2.9389120670137445 2.6450669694797347e-06 0.003181831908508439 0.7970804853164046 0.00018092725494082097 0.02253365772363293 0.0006563716587837436 0.08654327729013024 0.08982043690345831 3.668771714040141e-07 40.22580938416174 2.2278752022069623 14.85510977456166 3.884545130428402 15.672101785737642 0.26780303566288355 10.575988703356145 1.0516106206920626 1.3483644972521844 6.597201646973657 1.723288916741417 
6 116.9 89.9 6.7 6.85105433173891 3.899303899675574 2.9863715833142717 0.056374155623761676 0.012343654806332639 0.3480506338882262 0.01687492353398683 0.3799060905786747 0.00317892046126456 0.013545090454102612 2.6299927233068287e-05 0.1697002307264177 46.29722359890839 1.0028900532215401 9.510133947533125 2.0777060610412175 11.926268514392182 0.2841020121848986 20.67192769940779 1.2373182476932192 0.7218482591946345 23.635866890675484 0.8700381008122022 
6 117.27 87.93 6.7 6.934350334671736 3.9471619392068398 2.701020649460096 0.00025085104636626447 0.49963053518807793 0.0019308477597998368 0.0131674684823826 0.00027180573116360076 0.05466142341072368 0.0009862281170711267 0.0007371314883085525 0.4283637087761064 52.9388958972107 0.09307953114691081 26.620708954134823 0.5809484878095863 0.8716142646617737 0.02272687311426971 0.8127638816411052 10.41374616927758 1.6878366838311751 52.50213405234658 0.5536981753925967 
8 117.27 87.93 7.0 7.1640200631685556 4.1861503992545215 2.775025040269147 0.3355081588859042 0.0015049922787696395 0.08542330402481632 0.0006447768541777994 0.09329589568390062 0.17495781657658982 0.0021741284649054943 0.29729235816218336 0.009198569068752703 69.1398260812846 0.45299506770884196 9.408464076425913 1.2646318593938952 4.885586452718196 0.13119268683582852 6.711570374881921 2.175486808966116 3.6349573570775533 2.0751519797267663 0.8099992905862429 
2 117.63 85.97 6.4 6.457294880479158 3.3585541669948054 2.9051797027834563 0.0636972716960134 0.0001087753635001347 0.8873837915825441 0.029827857413240153 0.0039003793413993765 0.01478723587808387 2.2606512059225486e-05 0.00020067343910830642 7.140877405143065e-05 40.85758141951141 2.4835964641266903 14.468751552370664 4.088708744960088 14.74981579636657 0.24926295923507422 9.8339354976332 1.7342445106501378 0.4151717594130838 7.309035335599322 1.8898613364541477 
