h;x;y;Vpinput;Vpoutput;Vs;Ro;Q;An;Bi;CPx;Ol;Amf;OPx;Alb;Ort;Gr;Sio2;tiO2;al2O3;fe2O3;feO;mnO;mgO;caO;na2O;k2O;h2O
10;94,01;48,38;6,24;6,377620863;3,520845049;3,015448088;0,0323884;0,00015857;0,468428655;0,19881103;0,027856727;0,00016104;0,000294569;0,190726979;1,22E-05;0,08116185;47,35803008;1,402562815;13,29193488;2,941812363;11,70849449;0,380456027;8,790351927;5,570873393;2,453293263;3,957310892;1,091466721
2;92,02;48,36;6,05;5,998613368;3,247128565;2,809483325;7,90E-06;6,80E-05;0,479407796;0,000136955;5,09E-05;0,000562499;0,080398159;0,226852447;0,2100116;0,002503745;50,19822252;1,350017505;16,48272722;2,516698142;10,13027216;0,182712021;6,263375966;0,837935496;3,36016663;29,7294519;1,177045941
10;90,03;48,34;6,24;6,279739213;4,214510499;2,715862123;0,944991948;5,32E-07;0,001135283;4,75E-05;0,030770068;0,000102979;6,07E-05;2,79E-06;0,003830696;0,019057485;96,73616413;0,011126602;0,460092189;0,115435589;0,94004885;0,054299687;1,426427972;0,198189626;0,019072224;0,481472714;0,01382353
16;90,03;48,34;6,28;6,409428525;3,765325188;2,851496984;0,211209732;5,94E-05;0,001508901;4,04E-05;0,000241646;0,007713348;0,186352795;0,007837392;0,536318892;0,048717556;67,44067034;0,079178265;11,83662703;0,974280354;6,767369504;0,19956795;3,188790816;1,015065082;1,756782216;65,64064129;0,275524778
12;88,04;48,32;6,25;6,367729176;3,498330059;2,828782873;0,015634868;0,014354047;0,277725669;0,192747636;0,005732201;0,048255872;0,000985664;2,93E-05;0,442919466;0,001615229;52,94088097;0,908776875;14,46579315;1,996723689;6,983645143;0,160298179;5,972406705;5,397878574;1,656594442;56,49931086;0,894453153
4;80,08;48,24;6,13;6,015289478;3,194867994;2,919488638;0,004796213;0,05242455;0,688987834;9,25E-07;0,000409522;0,216153966;5,18E-05;0,035992114;2,97E-07;0,001182777;40,0785525;2,164497093;15,90094839;3,983652629;13,61134671;0,247186079;9,192273879;4,039485013;1,049176217;5,824044035;2,089371796
6;78,09;48,22;6,22;6,293475427;3,539716984;2,624494403;0,080640381;7,24E-05;0,000417431;0,000184072;0,00629836;0,016723555;0,026915995;0,001826236;0,852818116;0,014103481;65,75174425;0,041583895;17,01777754;0,428567229;1,494455865;0,053574287;0,966844367;0,796981265;2,621652781;104,3194444;0,346183921
2;70,13;48,14;6,03;6,131441338;3,28632637;3,120329495;3,43E-05;0,000214521;0,725927813;0,099853071;0,003312981;0,00022813;0,053261276;0,00090128;0,001133147;0,115133447;38,62931791;2,095748496;14,15033473;4,109050139;16,91812578;0,491359698;10,07592883;4,034000118;0,412607994;6,129071409;1,564109772
4;68,14;48,12;6,11;5,955480979;3,186648144;2,98107845;0,021346931;0,007946115;0,741463109;1,05E-05;0,000287616;0,140821537;0,087102133;2,50E-05;0,00088764;0,000109393;40,08407614;2,239350028;13,79812777;4,164030761;16,09159262;0,279333098;10,34700093;2,521061817;0,549092155;6,303155862;1,974342612
6;62,17;48,06;6,18;6,342531195;3,516170473;2,611424178;0,01818385;3,34E-09;2,63E-07;0,077247053;7,09E-10;1,56E-08;7,52E-08;0,042128202;0,862440528;8,79E-09;63,85879326;0,040424588;17,68110117;0,392969291;0,785370785;0,031005951;1,008585764;2,105546661;3,112099079;105,499989;0,312187194
4;58,19;48,02;6,1;6,278635099;3,54725133;2,556720438;1,87E-07;2,99E-05;7,24E-05;1,28E-07;8,86E-05;0,000200517;9,27E-07;0,999504502;1,04E-05;9,24E-05;67,45890059;0,005471608;20,03893176;0,2373018;0,007060892;0,045287565;0,176775994;0,470238494;11,06722768;0,431606844;0,371795807
8;56,2;48;6,23;6,268281125;3,538280125;2,571467961;0,000318397;0,001583477;0,00112682;0,002125357;0,000196671;0,00577629;0,008506954;0,978893906;0,000950736;0,000521392;67,0661729;0,018020368;19,79953032;0,29487765;0,368802513;0,052185321;0,400713546;0,607744309;10,85476208;0,551562022;0,386384453
6;50,23;47,94;6,16;6,123235954;3,332388882;2,929535506;0,003663968;0,001069641;0,552735116;0,000345084;0,07288109;0,024141243;0,108225445;0,233283762;0,002938185;0,000716465;45,67129114;1,589656322;14,09704408;3,048096929;13,43545123;0,252977081;10,8425738;1,121090049;2,887895026;5,031716937;1,352237337
8;50,23;47,94;6,22;6,323013804;4,019542658;2,687081121;0,625339435;0,106853506;0,001314749;0,001938618;0,002424968;0,039743515;0,004977538;0,205526019;0,004662755;0,007218897;84,00089248;0,059051217;8,575126212;0,314402075;0,858304945;0,040251281;0,668679749;2,632172648;2,418451749;0,710328181;0,251260098
