h;x;y;pressure;temperature;Q;An;Bi;CPx;Ol;Amf;OPx;Alb;Ort;Gr
4;115,9;48,6;0,1036;53,2;0,805403701;0,00030297;0,002226061;0,002022087;0,176361408;0,000771305;0,000129717;0,000468275;0,002578254;0,009736222
6;115,9;48,6;0,1555;93,1;0,000517492;0,000395116;0,356181029;0,00043885;0,062333181;0,303738521;0,010822021;0,249484092;0,01126018;0,004829519
8;115,9;48,6;0,2076;146;0,006294288;8,38E-05;0,001618487;0,000100874;0,000276739;3,75E-05;4,63E-05;0,987054883;0,001837296;0,002649817
10;115,9;48,6;0,2599;200;3,40E-05;0,006832602;0,01098051;1,43E-06;0,335610964;0,000234904;5,39E-05;0,051460358;0,000721579;0,594069787
12;115,9;48,6;0,3124;245,04;0,010249309;1,54E-05;0,000204506;0,316218359;0,000346621;0,113927072;0,001806364;0,0511189;0,00032783;0,505785668
2;113,91;48,58;0,0518;28,65;0,056640819;0,001181895;0,10601323;0,023490424;0,000503368;0,000112209;0,189832723;0,040014054;0,562273653;0,019937626
4;113,91;48,58;0,1036;53,2;0,006238388;0,000893736;0,185190729;0,000884468;0,020626665;0,761792951;0,018043528;0,00052107;0,002518038;0,003290428
6;113,91;48,58;0,1555;93,1;0,529498434;0,001131659;9,86E-06;2,86E-05;2,48E-06;4,73E-05;0,010839283;0,458417259;8,89E-06;1,62E-05
8;113,91;48,58;0,2076;146;7,25E-05;3,46E-05;1,74E-05;6,01E-06;6,18E-05;3,04E-07;0,996062189;0,000567873;4,99E-05;0,003127377
10;113,91;48,58;0,2599;200;0,396968058;1,79E-05;0,005645848;0,255534895;1,98E-05;1,55E-05;6,18E-05;7,45E-05;0,31090008;0,03076176
12;113,91;48,58;0,3124;245,04;0,000201458;0,532571243;0,272888005;0,010434639;0,000929964;0,007740399;0,174914163;3,73E-05;1,80E-06;0,000281031
2;111,92;48,56;0,0518;28,65;0,046952061;0,004919593;0,008569949;0,010339617;0,423416849;0,001744906;0,059063545;0,002539315;0,004890841;0,437563324
4;111,92;48,56;0,1036;53,2;0,470305898;0,000642238;0,00451493;0,011241768;0,000195031;0,183958737;0,000261449;0,006346686;0,321701477;0,000831785
6;111,92;48,56;0,1555;93,1;0,089288787;0,0891476;0,693138526;5,87E-05;0,000626346;0,00054476;0,006326803;0,00039183;0,000992515;0,11948416
8;111,92;48,56;0,2076;146;6,87E-06;0,989706264;1,44E-05;4,18E-05;4,48E-05;8,00E-06;0,000763255;2,33E-05;0,00913563;0,00025562
10;111,92;48,56;0,2599;200;0,000169264;1,32E-05;0,000506264;0,000504277;0,000407862;0,070553116;0,025537331;0,005696214;0,026245703;0,870366784
12;111,92;48,56;0,3124;245,04;0,001330928;3,57E-07;7,48E-05;4,56E-07;3,44E-06;0,000560173;3,41E-06;0,687594227;1,24E-06;0,310430996
2;109,93;48,54;0,0518;28,65;0,474481293;0,000663416;0,060581744;0,000943551;0,00378019;0,000150861;0,109675463;0,01064893;0,338298584;0,000775969
4;109,93;48,54;0,1036;53,2;0,002591627;0,000145356;0,000140051;0,028065013;0,083209832;0,275191134;7,66E-05;0,433728466;0,003343982;0,173507916
6;109,93;48,54;0,1555;93,1;0,001709359;0,009583846;0,812063957;0,000788145;0,009831755;0,002358092;0,035715067;0,002689075;0,00148209;0,123778613
8;109,93;48,54;0,2076;146;0,001166408;0,082184865;0,288026184;0,001287257;0,37861772;0,001247055;0,002279913;0,004174071;2,05E-05;0,240996044
10;109,93;48,54;0,2599;200;0,002673197;0,002841103;0,018283864;0,024628038;0,719376575;0,057682797;0,148828367;0,012745365;0,006453769;0,006486926
12;109,93;48,54;0,3124;245,04;0,277670006;0,481950856;0,009477061;0,148628987;0,027329191;0,000579835;0,003291716;0,038843836;0,001901065;0,010327447
2;107,94;48,52;0,0518;28,65;0,004401915;1,82E-05;2,43E-05;0,003823552;0,015291243;0,971448558;0,002901499;0,000324737;1,72E-05;0,001748846
4;107,94;48,52;0,1036;53,2;0,068051552;0,049180311;0,372874229;0,15140057;0,166935373;0,078787842;0,002499742;0,001741539;0,104762049;0,003766792
6;107,94;48,52;0,1555;93,1;0,747670113;0,017550802;0,014845065;5,36E-06;0,128489161;0,000515737;3,27E-05;0,090804617;3,17E-05;5,48E-05
8;107,94;48,52;0,2076;146;0,000223794;0,010253195;0,04101441;0,000210633;0,294158351;0,00052173;0,545686073;0,107420344;0,00042833;8,31E-05
10;107,94;48,52;0,2599;200;0,00060543;0,003675541;0,005118571;0,322265927;0,085941956;0,459666217;0,119573892;0,002912012;7,46E-05;0,000165849
12;107,94;48,52;0,3124;245,04;0,16583271;3,17E-05;4,48E-05;0,808587238;3,72E-07;0,025422234;6,69E-05;1,54E-07;1,29E-05;1,03E-06
2;105,95;48,5;0,0518;28,65;1,97E-05;7,73E-05;0,015915605;3,43E-05;0,137585325;0,090817661;0,000265159;0,000342271;0,242145914;0,512796784
4;105,95;48,5;0,1036;53,2;0,005060787;0,181844449;0,016630692;0,21139316;0,501767106;0,000603018;0,073429516;0,004182644;0,000505325;0,004583304
6;105,95;48,5;0,1555;93,1;0,00087766;0,819156367;4,81E-05;0,010856502;0,007485906;8,11E-05;0,007531396;0,000311635;0,022632122;0,131019209
8;105,95;48,5;0,2076;146;0,001822203;0,000327265;0,468833254;0,000251454;0,041681332;0,001584094;0,001098754;0,012600766;0,459640239;0,012160641
10;105,95;48,5;0,2599;200;1,38E-08;0,001524461;0,002319128;6,54E-07;3,07E-08;0,996088046;7,78E-08;1,49E-06;8,79E-07;6,52E-05
12;105,95;48,5;0,3124;245,04;0,003561933;0,00015443;0,144578081;0,647402788;7,93E-05;0,065103931;0,109812142;0,023654718;0,005568172;8,45E-05
2;103,96;48,48;0,0518;28,65;0,021408768;0,002395762;0,001121265;0,764374315;1,23E-05;0,057298961;0,026566588;1,17E-05;0,125601128;0,001209177
4;103,96;48,48;0,1036;53,2;0,042190449;0,000546817;0,405005072;0,009957087;0,000285662;0,057177612;0,022398514;0,086688693;0,375644791;0,000105303
6;103,96;48,48;0,1555;93,1;0,000117873;4,87E-05;0,015616329;0,006175506;4,55E-05;7,54E-06;0,976503511;0,0014557;1,11E-05;1,83E-05
8;103,96;48,48;0,2076;146;0,198812471;0,005577154;0,002822585;0,305881242;5,22E-05;0,000480955;0,000198858;0,000125082;0,000101389;0,485948077
10;103,96;48,48;0,2599;200;0,00013877;0,798369668;0,001289494;2,04E-07;1,32E-05;0,063892229;0,074452813;0,044721449;0,004292189;0,012830014
12;103,96;48,48;0,3124;245,04;0,041682576;0,384581641;8,45E-05;0,218296578;0,110822068;6,34E-05;0,000317306;0,242933011;0,00067726;0,000541695
2;101,97;48,46;0,0518;28,65;0,000150979;0,018233593;0,000373568;0,008921904;7,83E-06;0,009089585;0,000736578;0,369576516;0,43822253;0,154686913
4;101,97;48,46;0,1036;53,2;0,047151126;0,268906417;0,009087568;0,001685572;0,009712198;0,024146072;0,05861091;0,55934413;0,010593653;0,010762354
2;99,98;48,44;0,0518;28,65;0,053760794;0,343627885;0,206406081;0,001194103;0,03747367;0,243079748;0,001731541;0,02257108;0,000209449;0,089945649
4;99,98;48,44;0,1036;53,2;0,002466275;0,029550038;0,580345653;0,000775451;0,001367127;0,030842496;0,001718078;0,003359123;0,315565689;0,03401007
6;99,98;48,44;0,1555;93,1;0,020418319;0,003227624;0,004560623;5,27E-05;9,54E-05;0,965597061;0,000488131;0,00017982;0,003254208;0,002126158
8;99,98;48,44;0,2076;146;0,06208561;0,597265181;0,059045148;0,003149315;0,037901438;0,00313205;0,084873619;0,144558314;0,001031437;0,006957887
10;99,98;48,44;0,2599;200;0,024207343;2,39E-05;4,43E-06;0,000141255;0,579808855;0,000223848;0,370049455;0,025414256;0,000115849;1,08E-05
12;99,98;48,44;0,3124;245,04;0,000893647;0,181079529;0,000825264;6,60E-07;1,68E-06;0,817087318;0,000111057;1,77E-07;6,00E-07;6,42E-08
14;99,98;48,44;0,3654;281,764;0,002492776;0,000542148;8,85E-06;0,045586496;9,60E-05;0,000844411;5,45E-05;0,000880334;0,9494275;6,70E-05
16;99,98;48,44;0,4186;313,28;0,061284038;5,45E-05;1,86E-06;2,54E-06;0,016119505;0,166825145;0,719874371;0,001066754;0,00591978;0,028851468
2;97,99;48,42;0,0518;28,65;0,063330574;0,155073547;2,04E-05;0,000666446;4,55E-06;0,005279434;0,007364421;0,18880103;0,579448154;1,14E-05
4;97,99;48,42;0,1036;53,2;0,000621276;0,979930784;2,32E-05;0,000396038;4,40E-05;1,29E-05;1,47E-05;4,30E-05;0,004350651;0,014563384
6;97,99;48,42;0,1555;93,1;4,30E-06;0,000178761;0,012992778;0,525475526;0,00033695;0,087657263;0,085045646;0,28494906;0,002616768;0,000742951
8;97,99;48,42;0,2076;146;0,148362113;0,624844205;0,000851973;0,002201548;3,46E-05;0,044506024;0,002786347;0,152164669;0,01070584;0,013542655
10;97,99;48,42;0,2599;200;0,007291514;0,012011997;5,42E-07;0,270875553;0,129835982;2,05E-06;1,10E-06;0,000484268;3,48E-08;0,579496959
12;97,99;48,42;0,3124;245,04;0,005681638;0,630040708;0,045000216;0,001666375;0,002060646;0,118345773;0,001314161;0,142575396;0,029160798;0,024154288
14;97,99;48,42;0,3654;281,764;1,82E-05;2,28E-07;0,016963415;0,000294123;0,000391389;0,408902727;0,002706153;0,000468011;0,57017673;7,90E-05
16;97,99;48,42;0,4186;313,28;0,007249518;0,00551468;0,003799139;0,800183809;0,000442026;0,002833929;0,023256209;0,002841642;0,04641161;0,107467438
2;96;48,4;0,0518;28,65;0,00519479;0,247031659;3,83E-05;6,14E-06;0,525032246;0,110019343;1,40E-05;0,000250868;0,006181524;0,106231126
4;96;48,4;0,1036;53,2;0,000358091;0,003194667;0,091665377;0,061283892;0,000995314;0,007062097;0,000506597;0,016795266;6,44E-05;0,818074325
6;96;48,4;0,1555;93,1;0,648039312;0,002847577;0,022855631;4,44E-05;0,012932282;0,052218628;0,000204407;0,10607104;9,12E-05;0,154695535
8;96;48,4;0,2076;146;0,002386531;0,000169647;0,000530645;0,00012836;0,942868887;0,000319056;0,035129882;0,002671362;0,001456435;0,014339194
10;96;48,4;0,2599;200;0,014264927;8,34E-05;0,000281467;0,006116585;0,324035814;0,265157542;0,000520797;0,147745832;0,236729648;0,005063993
12;96;48,4;0,3124;245,04;0,046415145;1,63E-05;0,854877749;9,72E-06;0,00235587;0,000690033;5,16E-05;0,000114964;0,001087085;0,094381577
14;96;48,4;0,3654;281,764;0,138238947;0,008197623;6,81E-05;0,160325311;0,593091351;0,002574298;0,000287258;0,051389854;0,034777411;0,011049879
16;96;48,4;0,4186;313,28;0,940238539;0,007802308;0,000132329;0,019797661;0,000391025;7,55E-05;0,020269167;0,000131884;0,010342182;0,00081944
2;94,01;48,38;0,0518;28,65;3,38E-07;0,016432526;9,77E-07;0,001964866;2,95E-06;0,280919384;4,06E-05;0,24741562;0,002454721;0,450767995
4;94,01;48,38;0,1036;53,2;0,543963647;0,04367912;0,003913753;0,001034467;0,011148328;0,288465955;0,002163918;0,001848046;0,102483866;0,0012989
6;94,01;48,38;0,1555;93,1;1,77E-05;0,000406362;0,004084211;0,004651422;0,000755721;0,981935971;0,005006409;0,00229992;0,000130367;0,00071189
8;94,01;48,38;0,2076;146;0,277958358;0,003350193;0,474572065;0,009418321;0,107218383;0,121999585;0,002503446;0,001172633;0,000411828;0,001395188
10;94,01;48,38;0,2599;200;0,0323884;0,00015857;0,468428655;0,19881103;0,027856727;0,00016104;0,000294569;0,190726979;1,22E-05;0,08116185
12;94,01;48,38;0,3124;245,04;0,000211792;0,381055339;7,16E-05;0,111500777;5,89E-05;0,258571249;0,037220995;0,015149194;0,196119659;4,05E-05
14;94,01;48,38;0,3654;281,764;0,00272029;0,044163745;0,000165055;0,067836855;0,000381258;8,83E-05;0,010531087;0,01596528;9,21E-05;0,858056017
16;94,01;48,38;0,4186;313,28;0,000257924;0,210493357;0,001630203;9,77E-06;0,747189595;0,012331062;4,91E-05;1,46E-05;0,027135134;0,000889318
2;92,02;48,36;0,0518;28,65;7,90E-06;6,80E-05;0,479407796;0,000136955;5,09E-05;0,000562499;0,080398159;0,226852447;0,2100116;0,002503745
4;92,02;48,36;0,1036;53,2;0,042820172;0,439833592;0,114399732;0,04996534;0,076521633;0,155682996;0,004313176;0,003266993;0,096665017;0,016531349
6;92,02;48,36;0,1555;93,1;0,023370866;0,865449945;0,013289677;0,0055624;0,019917064;7,66E-06;0,031875967;0,01566674;6,35E-05;0,024796158
2;90,03;48,34;0,0518;28,65;0,182822378;0,06260727;0,000995852;0,099397189;0,345124425;0,01988225;0,21808783;0,042181062;0,012196018;0,016705725
4;90,03;48,34;0,1036;53,2;0,343933233;7,28E-05;0,00011533;0,015703632;0,003201682;0,304645948;0,000201456;0,332085035;3,66E-05;4,27E-06
6;90,03;48,34;0,1555;93,1;0,001861891;0,0006955;0,86706453;0,000954739;0,001964144;0,000183985;0,000638136;0,002493485;0,114531118;0,009612472
8;90,03;48,34;0,2076;146;0,007840418;0,313513863;0,045532449;0,004687384;0,466362046;0,008040141;0,039311552;0,009132894;0,033485641;0,072093612
10;90,03;48,34;0,2599;200;0,944991948;5,32E-07;0,001135283;4,75E-05;0,030770068;0,000102979;6,07E-05;2,79E-06;0,003830696;0,019057485
12;90,03;48,34;0,3124;245,04;0,006245721;5,82E-05;0,086610928;0,738516016;7,96E-05;3,40E-05;0,154537749;0,009967071;0,002603203;0,001347411
14;90,03;48,34;0,3654;281,764;0,000119819;0,02264401;2,45E-06;4,43E-06;0,000595771;0,104318367;0,863935711;0,000300883;0,001438559;0,006640003
16;90,03;48,34;0,4186;313,28;0,211209732;5,94E-05;0,001508901;4,04E-05;0,000241646;0,007713348;0,186352795;0,007837392;0,536318892;0,048717556
2;88,04;48,32;0,0518;28,65;2,34E-06;2,44E-05;0,092201249;0,000705135;0,019669864;5,56E-06;0,327415343;0,00685383;0,353070947;0,200051327
4;88,04;48,32;0,1036;53,2;0,377018284;0,00012329;0,021546267;9,78E-05;0,44910631;0,000199089;9,38E-05;0,005218954;0,001209317;0,145386848
6;88,04;48,32;0,1555;93,1;0,001483506;0,480138399;0,366936507;2,92E-05;0,022270694;0,006586698;0,020845109;0,002177471;0,034281836;0,065250546
8;88,04;48,32;0,2076;146;0,040566758;0,358208455;0,112586679;0,004139335;0,478640438;4,43E-06;2,74E-06;1,40E-05;0,005700919;0,000136303
10;88,04;48,32;0,2599;200;0,000324699;0,004446942;0,000269627;0,676256705;0,000194392;0,009950037;1,04E-05;0,308411916;5,08E-05;8,45E-05
12;88,04;48,32;0,3124;245,04;0,015634868;0,014354047;0,277725669;0,192747636;0,005732201;0,048255872;0,000985664;2,93E-05;0,442919466;0,001615229
14;88,04;48,32;0,3654;281,764;0,028491856;0,01206195;0,00655865;3,31E-05;0,010120503;0,014583712;0,008998827;0,433334555;0,314435729;0,171381154
16;88,04;48,32;0,4186;313,28;6,19E-06;0,817808916;0,000247984;0,048475727;2,14E-05;0,000635809;0,001914306;0,086654768;3,50E-06;0,044231359
2;86,05;48,3;0,0518;28,65;0,001593876;0,077853992;0,118941545;0,005918681;0,161894921;0,348738065;0,243097737;0,001332678;0,040364086;0,000264421
4;86,05;48,3;0,1036;53,2;0,005244608;0,051035814;0,413243155;0,040840124;0,01487662;0,152968396;0,208904385;0,029073783;0,015683695;0,068129419
6;86,05;48,3;0,1555;93,1;0,005853465;0,092306887;0,001133761;0,000342804;0,001944981;0,177078586;0,427773786;0,000272567;0,223581342;0,06971182
2;84,06;48,28;0,0518;28,65;0,000487928;0,000231191;0,332049068;6,13E-05;0,001410939;0,073817418;0,477735486;0,002990721;0,007287612;0,103928336
4;84,06;48,28;0,1036;53,2;0,832551483;0,000476264;5,72E-05;9,11E-05;0,005363551;0,137289707;5,66E-05;8,67E-05;0,023772073;0,000255233
6;84,06;48,28;0,1555;93,1;0,002116422;0,140821839;0,163859293;0,004539991;0,152325878;0,017025246;0,381830379;0,00058403;0,136811481;8,54E-05
2;82,07;48,26;0,0518;28,65;0,000208477;0,003877559;3,23E-06;0,006771939;0,035078384;0,232945111;0,714103391;0,002994232;5,81E-05;0,00395961
4;82,07;48,26;0,1036;53,2;0,09206399;0,001337213;0,188388495;0,504272663;0,084276569;0,060735886;0,001322342;0,002233011;0,055335464;0,010034366
6;82,07;48,26;0,1555;93,1;0,013286633;0,000985304;7,83E-06;7,80E-06;0,16270414;1,51E-06;0,479139161;0,024075879;0,284989527;0,034802214
2;80,08;48,24;0,0518;28,65;0,139498961;0,003137263;0,016761632;0,00998448;0,045447758;0,227993692;0,439449322;0,003044082;0,102462075;0,012220736
4;80,08;48,24;0,1036;53,2;0,004796213;0,05242455;0,688987834;9,25E-07;0,000409522;0,216153966;5,18E-05;0,035992114;2,97E-07;0,001182777
6;80,08;48,24;0,1555;93,1;0,011202544;0,114702196;0,006769561;0,041151741;0,445951025;0,210571839;0,010360116;0,033377521;0,054841596;0,07107186
2;78,09;48,22;0,0518;28,65;0,08459714;0,003013304;0,006401093;0,049796736;0,165060169;0,041217683;0,156801797;0,369569089;0,001192544;0,122350445
4;78,09;48,22;0,1036;53,2;1,18E-05;0,866633941;1,77E-05;0,042853258;0,026338741;0,022073606;0,023456252;0,017211247;0,001288149;0,000115335
6;78,09;48,22;0,1555;93,1;0,080640381;7,24E-05;0,000417431;0,000184072;0,00629836;0,016723555;0,026915995;0,001826236;0,852818116;0,014103481
2;76,1;48,2;0,0518;28,65;0,020818368;0,010199927;0,000257767;0,001778995;1,19E-05;0,923597239;0,042290203;0,000337202;5,51E-05;0,000653287
4;76,1;48,2;0,1036;53,2;0,031246529;0,000808656;0,000504412;0,006234478;0,637094186;0,068118062;0,017601025;0,000833726;0,234581168;0,002977758
6;76,1;48,2;0,1555;93,1;2,78E-05;2,30E-05;0,000165858;0,001550388;0,002270622;0,299168299;0,069300563;0,001450664;0,221334943;0,404707784
2;74,11;48,18;0,0518;28,65;0,00155597;0,065284182;0,046302895;0,133616098;0,004458706;0,011401764;0,331743027;0,249094682;0,150829429;0,005713249
4;74,11;48,18;0,1036;53,2;9,44E-05;0,000624609;0,030271485;0,040865599;0,004681962;0,01969218;0,903268791;0,000211566;8,02E-05;0,000209159
6;74,11;48,18;0,1555;93,1;2,08E-05;0,00020514;0,451945196;7,05E-05;5,28E-06;4,12E-05;2,58E-05;0,003026947;0,543996757;0,000662335
2;72,12;48,16;0,0518;28,65;0,04916687;0,001561645;0,004204043;0,042381898;0,076444049;0,001142152;0,203976403;0,016867593;0,526620943;0,077634403
4;72,12;48,16;0,1036;53,2;0,007917832;0,001192471;0,701144382;0,000201493;0,006060875;6,97E-05;0,021723646;0,216648832;0,045038853;1,89E-06
6;72,12;48,16;0,1555;93,1;0,071813143;0,401836829;0,000301182;0,287817007;0,000186656;0,000296216;0,089096473;0,008843922;0,019937435;0,119871136
2;70,13;48,14;0,0518;28,65;3,43E-05;0,000214521;0,725927813;0,099853071;0,003312981;0,00022813;0,053261276;0,00090128;0,001133147;0,115133447
4;70,13;48,14;0,1036;53,2;0,001193027;0,125554686;0,096563589;0,03502545;2,09E-05;6,88E-05;0,739324269;0,000367349;9,06E-05;0,001791335
6;70,13;48,14;0,1555;93,1;0,071045884;6,72E-05;0,000107022;0,000205509;0,048676965;1,35E-05;0,000234978;0,397786873;2,13E-05;0,481840653
2;68,14;48,12;0,0518;28,65;0,001715604;3,21E-07;0,993776947;5,64E-05;0,00072667;1,10E-05;0,000554972;0,00315606;5,32E-07;1,45E-06
4;68,14;48,12;0,1036;53,2;0,021346931;0,007946115;0,741463109;1,05E-05;0,000287616;0,140821537;0,087102133;2,50E-05;0,00088764;0,000109393
6;68,14;48,12;0,1555;93,1;0,019950328;1,65E-05;0,000673299;3,34E-05;0,512046646;0,000237382;0,002445984;0,309901028;0,0367895;0,117905938
8;68,14;48,12;0,2076;146;0,211507581;0,294562794;0,00304184;0,011185298;0,265153883;0,000345876;0,203432594;0,002118862;0,003039901;0,005611371
2;66,15;48,1;0,0518;28,65;0,001547785;0,001513249;0,047439559;0,001649492;0,000380346;0,017648285;0,026689443;0,014036798;0,887989235;0,001105808
4;66,15;48,1;0,1036;53,2;0,000316894;1,31E-05;0,237851512;0,715027787;0,000267286;0,026131432;0,009860083;0,000165814;0,007840229;0,002525893
6;66,15;48,1;0,1555;93,1;8,71E-05;0,000390925;0,006266114;0,173280476;0,006760686;1,13E-06;0,662842485;0,12222101;0,000106745;0,028043323
8;66,15;48,1;0,2076;146;0,013511491;0,001949236;0,021171685;0,705438584;0,143264177;0,01682083;0,006308666;0,008478518;0,082758783;0,00029803
2;64,16;48,08;0,0518;28,65;0,027752057;0,183226829;0,000313063;1,33E-05;0,00320135;0,000815334;0,003930146;1,22E-05;0,020065765;0,760669971
4;64,16;48,08;0,1036;53,2;0,000168567;0,000147535;0,015201207;0,246000534;0,01986374;0,005791508;4,79E-05;5,55E-05;0,096137152;0,616586344
6;64,16;48,08;0,1555;93,1;0,020140714;1,02E-06;0,008052776;0,966387163;0,005174152;0,000238073;2,27E-07;5,99E-07;4,92E-06;3,56E-07
8;64,16;48,08;0,2076;146;0,385770923;0,051069968;7,18E-07;0,019584372;0,01862488;0,003567173;0,184205041;2,09E-07;1,71E-05;0,337159656
2;62,17;48,06;0,0518;28,65;0,166112548;0,000265369;9,38E-06;0,634408473;0,011837158;0,099517277;0,048344303;2,58E-05;0,003640349;0,03583934
4;62,17;48,06;0,1036;53,2;0,003601372;1,00E-04;0,010330639;0,007263076;2,45E-05;0,069477888;0,028967011;0,018669945;5,65E-05;0,861509067
6;62,17;48,06;0,1555;93,1;0,01818385;3,34E-09;2,63E-07;0,077247053;7,09E-10;1,56E-08;7,52E-08;0,042128202;0,862440528;8,79E-09
8;62,17;48,06;0,2076;146;0,640526443;0,053967629;3,22E-05;0,168362206;7,91E-06;4,00E-05;0,001734318;0,12082294;0,000156363;0,014349957
2;60,18;48,04;0,0518;28,65;0,340165595;6,49E-05;0,03445534;0,000135675;8,00E-05;0,091979871;0,137173664;0,30632542;0,089564242;5,53E-05
4;60,18;48,04;0,1036;53,2;0,000221707;0,003261142;0,000344368;0,793632178;0,000140397;0,035099605;0,030811494;0,046396623;0,083037955;0,007054532
6;60,18;48,04;0,1555;93,1;0,001499768;0,689970654;0,023312795;0,212844965;0,002884465;0,001091386;8,81E-05;0,066480243;0,001024403;0,00080318
8;60,18;48,04;0,2076;146;0,015262793;0,054627134;0,187667182;0,069551692;0,210682583;0,027363624;0,404413559;0,001885406;0,015311671;0,013234357
2;58,19;48,02;0,0518;28,65;0,322991314;0,438780356;0,016862132;0,034800203;0,12800306;0,028104031;0,008871401;0,004974281;0,00890081;0,007712413
4;58,19;48,02;0,1036;53,2;1,87E-07;2,99E-05;7,24E-05;1,28E-07;8,86E-05;0,000200517;9,27E-07;0,999504502;1,04E-05;9,24E-05
6;58,19;48,02;0,1555;93,1;0,227455486;0,006626416;0,695704821;0,035968381;0,000123319;0,000121745;5,03E-05;0,002920819;0,031011099;1,76E-05
8;58,19;48,02;0,2076;146;0,000893874;1,51E-05;3,74E-08;1,53E-06;2,47E-05;0,399623343;0,598752985;2,24E-07;0,000662347;2,58E-05
2;56,2;48;0,0518;28,65;0,049723548;0,223130443;0,308180981;0,187241994;0,000645386;0,003135514;0,220139845;0,006872134;0,000414174;0,000515981
4;56,2;48;0,1036;53,2;0,118736203;0,048771149;0,000195841;0,014076663;0,02126792;0,002899983;0,636291741;0,00364862;0,000437597;0,153674284
6;56,2;48;0,1555;93,1;5,64E-05;0,001192383;0,02097845;0,656811996;0,002644643;0,000232918;0,000137053;2,85E-05;0,210139092;0,107778622
8;56,2;48;0,2076;146;0,000318397;0,001583477;0,00112682;0,002125357;0,000196671;0,00577629;0,008506954;0,978893906;0,000950736;0,000521392
2;54,21;47,98;0,0518;28,65;0,005896306;0,29161686;0,000108022;0,011725686;0,001222379;0,668133473;0,00016397;0,000427464;0,014449844;0,006255997
4;54,21;47,98;0,1036;53,2;0,004811056;1,05E-05;0,000113943;0,931998231;0,042572905;0,000958046;3,31E-05;0,00225464;0,016767818;0,000479845
6;54,21;47,98;0,1555;93,1;0,000117758;0,000233046;0,001536279;0,001040318;4,89E-05;0,128983887;0,016331922;0,771862706;0,065280249;0,014564976
8;54,21;47,98;0,2076;146;1,80E-05;0,385150929;0,106183738;0,271489902;0,000260147;0,220528813;0,000329726;0,00033456;0,003534927;0,012169263
2;52,22;47,96;0,0518;28,65;0,666735345;0,035471878;0,006949998;0,101725819;0,000485604;0,156987262;0,003045101;0,003979009;0,001595204;0,02302478
4;52,22;47,96;0,1036;53,2;0,000367449;0,000833161;8,01E-05;0,811144124;0,166821431;2,31E-05;0,018174296;5,90E-06;0,002548593;1,83E-06
6;52,22;47,96;0,1555;93,1;2,60E-06;0,378985674;0,000992633;0,069566167;1,44E-05;0,548808687;9,23E-05;0,000664234;0,000867925;5,41E-06
8;52,22;47,96;0,2076;146;0,404607424;2,86E-06;0,051582313;0,543735262;3,70E-05;6,13E-06;3,16E-07;1,43E-06;2,15E-05;5,77E-06
2;50,23;47,94;0,0518;28,65;0,016902297;0,936118446;0,000178816;0,003698054;0,000529183;0,014953779;0,000859693;0,000686342;0,00278627;0,02328712
4;50,23;47,94;0,1036;53,2;0,010659932;0,015140679;0,027821292;0,768603739;0,068520954;9,02E-06;0,074030091;1,26E-05;0,035152306;4,94E-05
6;50,23;47,94;0,1555;93,1;0,003663968;0,001069641;0,552735116;0,000345084;0,07288109;0,024141243;0,108225445;0,233283762;0,002938185;0,000716465
8;50,23;47,94;0,2076;146;0,625339435;0,106853506;0,001314749;0,001938618;0,002424968;0,039743515;0,004977538;0,205526019;0,004662755;0,007218897
2;48,24;47,92;0,0518;28,65;9,47E-05;0,021108434;0,431485849;0,361392487;3,10E-05;4,51E-05;0,180992039;0,000624551;0,004212297;1,35E-05
4;48,24;47,92;0,1036;53,2;0,095348712;0,015171829;0,000122764;0,055618104;0,043214388;0,013965939;0,001964078;0,007598106;0,013816193;0,753179886
6;48,24;47,92;0,1555;93,1;0,003696865;0,000462069;0,004012671;0,033123018;0,008302689;0,111318951;0,297122877;0,005087808;0,164865816;0,372007237
8;48,24;47,92;0,2076;146;0,000100108;0,001618904;0,002479871;0,049159697;0,000896789;1,89E-05;0,907597152;3,00E-05;0,035580342;0,002518151
2;46,25;47,9;0,0518;28,65;0,143443585;0,225487892;0,01772519;0,122488223;0,041414602;0,061993746;0,013158286;0,373670914;0,000163635;0,000453928
4;46,25;47,9;0,1036;53,2;0,061161064;0,331979298;0,002051033;0,042421512;0,059897861;0,444371444;0,027691941;0,002242659;0,011290192;0,016892997
6;46,25;47,9;0,1555;93,1;0,003852379;0,00185303;0,000247256;4,40E-05;0,185765907;0,000909969;0,803128368;0,003746113;0,000321175;0,00013183
8;46,25;47,9;0,2076;146;0,000547686;0,011960205;0,122393582;0,003521734;0,000428461;0,001261855;0,85943533;0,000312095;6,69E-05;7,21E-05
2;44,26;47,88;0,0518;28,65;0,004991756;0,00144408;0,116235091;0,856911878;0,002947308;0,00063581;0,000960885;0,000508604;0,001906706;0,013457882
4;44,26;47,88;0,1036;53,2;0,044294021;0,001394348;0,049528546;0,009286496;0,274987279;0,000881508;0,033145714;0,425939857;0,07602066;0,08452157
6;44,26;47,88;0,1555;93,1;0,563779193;0,08868875;0,104318044;0,030164903;0,003543406;0,031061088;0,009597941;0,042375387;0,001868517;0,124602771
8;44,26;47,88;0,2076;146;0,326153759;0,001316047;0,01288976;0,252753443;0,00032376;0,000264253;0,013139897;0,000132698;0,001375201;0,391651183
