h;x;y;pressure;temperature;Q;An;Bi;CPx;Ol;Amf;OPx;Alb;Ort;Gr
4;165,65;49,1;0,1036;53,2;0,290451361;0,034614144;0,041743692;0,199683812;0,374923992;0,000123271;0,000412382;0,050648971;0,000537577;0,006860798
6;165,65;49,1;0,1555;93,1;0,316215999;0,047598713;2,76E-05;0,173743138;0,003787234;0,003233969;1,23E-06;0,442569933;0,000104837;0,012717342
8;165,65;49,1;0,2076;146;0,000466194;0,000486493;0,010749961;0,000459717;0,275243507;0,474406559;0,001698593;0,032061509;0,203829873;0,000597593
10;165,65;49,1;0,2599;200;0,331131157;0,106693882;0,128648146;0,044221853;0,00024316;0,111698089;0,272937105;0,00407677;0,000259313;9,05E-05
12;165,65;49,1;0,3124;245,04;8,55E-05;0,079114535;0,000239214;0,007492113;1,21E-05;0,000256524;0,003566544;0,078478314;0,671743702;0,15901145
14;165,65;49,1;0,3654;281,764;0,846560117;6,64E-06;3,34E-06;5,19E-05;0,015378115;8,63E-05;0,110046165;0,027820794;9,13E-06;3,75E-05
16;165,65;49,1;0,4186;313,28;0,043403025;0,027857923;0,016308644;0,059233463;0,168890604;0,045789153;0,04924153;0,21413926;0,163341768;0,21179463
2;163,66;49,08;0,0518;28,65;0,005074538;8,06E-05;0,970536017;0,017227094;0,000123583;7,80E-06;1,46E-05;0,000126819;6,14E-05;0,006747466
4;163,66;49,08;0,1036;53,2;0,337949507;0,000571282;0,020221806;0,015225147;0,066022519;0,001078136;0,005589577;0,071972424;0,055839814;0,425529789
6;163,66;49,08;0,1555;93,1;5,24E-05;1,39E-05;0,000318789;0,025682144;0,062828589;7,91E-05;0,269559585;0,006083629;0,628622947;0,006758912
8;163,66;49,08;0,2076;146;0,051662064;0,326014515;0,22724365;0,034941623;0,009043663;0,013444767;0,012085309;0,216159273;0,096493444;0,012911692
10;163,66;49,08;0,2599;200;0,814469905;0,162301272;0,001102747;0,010622352;0,000594517;0,005703029;0,004994776;9,57E-05;0,000105644;1,00E-05
12;163,66;49,08;0,3124;245,04;0,000138456;0,018247074;0,748432815;0,026245556;0,00044017;0,00018368;0,000107034;0,000126586;0,000325339;0,205753292
14;163,66;49,08;0,3654;281,764;2,78E-06;0,004276204;9,71E-05;4,21E-06;5,33E-06;1,17E-05;0,180663661;0,001560732;0,00135726;0,81202096
16;163,66;49,08;0,4186;313,28;0,000141079;0,210868006;0,309863114;0,018171737;0,00030405;0,017132102;0,004747396;0,410821146;0,012801743;0,015149626
2;161,67;49,06;0,0518;28,65;1,25E-06;3,49E-06;0,017172136;0,968673787;0,009555014;0,003736742;0,000211961;1,91E-06;0,000490605;0,000153111
4;161,67;49,06;0,1036;53,2;0,047596822;0,07737736;0,00024795;0,688908811;0,000133662;1,91E-05;0,000116772;0,012633176;0,171060693;0,001905638
6;161,67;49,06;0,1555;93,1;0,389414074;0,004305007;9,36E-05;0,362255144;0,00211912;0,067874022;0,003027033;0,128745561;0,00024315;0,04192333
8;161,67;49,06;0,2076;146;0,000328222;0,510097501;0,002212336;2,77E-05;0,017497189;0,022423055;0,202812535;3,31E-05;0,000584504;0,243983837
10;161,67;49,06;0,2599;200;0,06036511;0,141076304;0,392703549;0,003066206;0,032724627;0,08871489;0,024199714;0,188728127;0,049925889;0,018495584
12;161,67;49,06;0,3124;245,04;0,000235551;0,986114841;0,003128085;4,82E-05;0,000610491;0,001097884;0,007540746;0,000292614;6,28E-05;0,000868752
14;161,67;49,06;0,3654;281,764;0,000118338;0,000225923;0,000317239;0,032530433;0,007571031;0,024264637;0,000382209;0,91251163;0,000913735;0,021164825
16;161,67;49,06;0,4186;313,28;0,962617407;0,001042478;0,002608684;0,002561695;0,000113696;6,41E-07;0,016898106;0,014096585;1,43E-07;6,06E-05
2;159,68;49,04;0,0518;28,65;0,006770404;0,028417351;0,00101201;2,60E-05;0,001224475;3,71E-05;0,951112199;0,002737144;0,006429859;0,00223345
4;159,68;49,04;0,1036;53,2;0,000125316;0,001890805;0,829896695;0,001657652;0,000165635;0,00983534;1,31E-05;0,103450931;0,051301231;0,001663295
6;159,68;49,04;0,1555;93,1;0,816922978;0,004313212;0,001666964;0,0739716;0,063514179;0,035011076;0,001102171;0,00051484;0,000361374;0,002621606
8;159,68;49,04;0,2076;146;0,002892503;0,006267699;0,033187776;0,405739615;4,82E-05;0,495248787;7,93E-07;0,033528906;0,004970636;0,018115074
10;159,68;49,04;0,2599;200;0,00790845;0,018880617;0,000259932;0,320031671;0,386431048;0,191970686;0,006784602;0,011001031;0,052204765;0,004527197
12;159,68;49,04;0,3124;245,04;0,070077523;0,008548503;0,521978108;0,001070696;0,003977241;0,302828875;0,002175996;0,000164154;0,084439123;0,004739781
14;159,68;49,04;0,3654;281,764;2,02E-05;0,13352428;0,091962677;4,50E-06;0,00064722;0,11503519;9,46E-06;2,52E-05;2,10E-05;0,658750198
16;159,68;49,04;0,4186;313,28;0,039515823;0,001573596;0,002810497;0,751399071;0,004337192;0,078545754;0,000314951;0,046724552;0,07464992;0,000128644
2;157,69;49,02;0,0518;28,65;0,001949168;6,40E-05;0,120993438;0,044409789;0,005665143;0,786500968;0,008302057;1,04E-05;0,032036837;6,82E-05
4;157,69;49,02;0,1036;53,2;0,001345161;0,001990727;0,224318639;0,286930511;0,267823966;0,021701971;0,110226087;0,037293412;0,030079755;0,01828977
6;157,69;49,02;0,1555;93,1;0,000397979;0,01610405;0,007997064;0,549014348;0,401828149;0,000231022;0,008624742;0,000594846;0,012943124;0,002264677
8;157,69;49,02;0,2076;146;7,12E-06;2,74E-05;0,264427557;1,74E-06;0,718111441;0,013167531;1,48E-06;0,000233284;0,004019124;3,31E-06
10;157,69;49,02;0,2599;200;0,00166234;0,001093581;0,039356646;0,218227571;0,001776247;0,001329527;0,224778213;0,399061663;0,011712427;0,101001784
12;157,69;49,02;0,3124;245,04;0,000540007;0,661245041;0,002224736;0,000182876;0,002654739;0,020576239;0,015007533;0,291850435;0,001380845;0,00433755
14;157,69;49,02;0,3654;281,764;0,804021097;5,93E-06;7,44E-07;2,30E-05;0,02715724;3,54E-07;3,04E-06;0,000197427;0,000428486;0,168162655
16;157,69;49,02;0,4186;313,28;1,62E-06;0,026698642;2,02E-06;0,218329478;0,000137707;1,18E-05;0,724656112;0,02998824;0,000173343;1,01E-06
2;155,7;49;0,0518;28,65;0,019418443;0,041903885;0,006230037;0,348792673;0,073739597;0,502665851;0,005486282;0,001418159;8,38E-05;0,000261314
4;155,7;49;0,1036;53,2;0,895720934;0,000208909;0,001616478;0,000543728;9,37E-05;0,000412172;0,060629161;0,00031579;0,005273609;0,035185518
6;155,7;49;0,1555;93,1;0,009944367;0,000771482;0,456043052;0,01003598;0,000476127;0,000552638;0,160342703;0,338797312;0,002085233;0,020951106
8;155,7;49;0,2076;146;3,29E-08;0,091321415;0,002336435;0,001052618;5,54E-07;2,84E-08;2,96E-06;0,902503974;0,002779109;2,87E-06
10;155,7;49;0,2599;200;1,16E-05;0,000193286;2,14E-05;0,093237906;3,10E-05;0,010327507;0,000135575;0,499337472;0,006382979;0,390321194
12;155,7;49;0,3124;245,04;0,138929148;0,378939667;0,002153148;0,004432863;0,000536263;0,022211818;0,00054242;0,024966882;0,426983511;0,000304279
14;155,7;49;0,3654;281,764;0,005536093;0,000156282;0,00023925;0,030778529;0,035936923;0,707047481;0,087543521;0,000702876;0,130663681;0,001395364
16;155,7;49;0,4186;313,28;0,118864264;0,003048763;0,17606622;0,643657944;0,023381825;0,012506876;0,01040955;0,000875828;0,001141456;0,010047274
2;153,71;48,98;0,0518;28,65;0,008714119;0,000161298;0,0125001;2,21E-05;0,000244613;0,000110971;0,008230452;0,969791125;1,07E-05;0,000214603
4;153,71;48,98;0,1036;53,2;0,200392902;0,13415895;0,1372828;0,027544927;0,015506162;0,020872759;0,063846614;0,009188764;0,015978638;0,375227485
6;153,71;48,98;0,1555;93,1;0,025593716;0,083374974;0,001660464;0,000490622;0,117494077;0,20167156;0,271748808;0,068649829;0,007769273;0,221546678
8;153,71;48,98;0,2076;146;1,93E-05;0,00014174;0,000326977;0,00878474;6,54E-07;0,832646045;0,005804106;0,151528631;0,000747803;2,22E-08
10;153,71;48,98;0,2599;200;1,83E-05;0,010201957;0,789170704;0,019461539;0,011167335;0,021888508;1,07E-05;8,60E-06;0,044848976;0,103223297
12;153,71;48,98;0,3124;245,04;0,00258402;0,000851081;0,467221669;0,000286902;0,000135562;0,005004325;0,015849246;0,134783682;0,373200049;8,35E-05
14;153,71;48,98;0,3654;281,764;0,000528465;0,002607767;0,000438586;4,95E-06;0,011282296;0,253574295;0,167512751;0,04366686;0,519974721;0,000409308
16;153,71;48,98;0,4186;313,28;0,015792414;0,000595475;0,008970361;0,589302422;7,20E-05;0,090183025;0,286226803;0,000308615;0,008313678;0,000235245
2;151,72;48,96;0,0518;28,65;0,000426349;0,002324249;0,000595197;0,000134799;0,105456453;0,003611709;8,81E-05;0,86733647;0,01674967;0,003276966
4;151,72;48,96;0,1036;53,2;0,264102634;0,000759331;0,386979175;0,01346562;0,036277071;0,004885471;0,005737373;0,085152129;0,134055438;0,068585757
6;151,72;48,96;0,1555;93,1;0,663785803;0,12346697;0,088503638;0,00126767;0,010586957;0,006947077;0,000430797;8,82E-05;0,000103619;0,104819258
8;151,72;48,96;0,2076;146;0,622919757;0,009834498;1,77E-05;0,011698287;0,333647794;0,000446015;7,88E-05;0,000490812;0,020640705;0,000225586
10;151,72;48,96;0,2599;200;0,001945104;0,1423403;0,017362373;0,218141223;0,000904198;0,039086365;0,04080382;0,532024593;0,006245338;0,001146686
12;151,72;48,96;0,3124;245,04;0,120322114;0,043535352;0,037754525;0,192642348;0,022883841;0,148561239;0,028799221;0,276807969;0,123076163;0,00561723
14;151,72;48,96;0,3654;281,764;0,001599511;3,82E-05;0,108719404;7,56E-06;0,001346357;0,587972903;0,000109015;1,56E-05;0,300058017;0,000133396
16;151,72;48,96;0,4186;313,28;0,005776104;0,013273867;4,75E-06;0,031386412;0,083318353;0,824893677;0,001357531;0,039983242;1,28E-06;4,79E-06
2;149,73;48,94;0,0518;28,65;0,110132885;0,001955779;0,003450045;0,10628905;0,007786089;0,004235742;0,000699441;0,761371874;0,002183953;0,001895139
4;149,73;48,94;0,1036;53,2;5,97E-05;0,045290984;9,09E-05;0,931300614;0,000439079;0,006220905;0,000135472;0,011044644;0,005057967;0,000359719
6;149,73;48,94;0,1555;93,1;0,001937893;0,070708454;0,045122043;0,002389305;0,005656157;0,002948882;0,687801648;0,005285222;0,003694703;0,174455693
8;149,73;48,94;0,2076;146;0,000894717;0,480148665;0,005128424;0,116563294;0,001106774;0,063333657;0,000104506;0,102391677;0,228136102;0,002192183
10;149,73;48,94;0,2599;200;9,01E-05;0,09858451;0,000546417;0,761970288;0,001356745;0,000352687;9,90E-06;0,000613401;0,136448315;2,76E-05
12;149,73;48,94;0,3124;245,04;0,091680933;0,000595975;0,00251299;1,08E-05;0,173796452;0,234669203;0,00393486;0,009407794;6,63E-05;0,483324722
14;149,73;48,94;0,3654;281,764;0,286113581;0,007596124;0,531834852;0,052222023;0,000714234;0,049984173;5,18E-05;0,000366285;0,070085186;0,001031722
16;149,73;48,94;0,4186;313,28;0,608247093;0,000269783;0,016977535;0,01444484;0,001089317;0,004592378;0,004512639;0,283550675;0,066047777;0,000267962
2;147,74;48,92;0,0518;28,65;7,07E-05;1,60E-06;0,005411248;0,032095887;0,191165559;0,015477667;0,751670475;1,13E-05;0,004089546;6,00E-06
4;147,74;48,92;0,1036;53,2;0,224381732;0,55102046;0,059800516;0,00042344;2,36E-05;0,002900962;0,009502601;0,148352612;9,04E-05;0,003503699
6;147,74;48,92;0,1555;93,1;0,15303298;0,002056932;0,006821569;0,163205714;0,171031041;0,043244292;0,028051392;0,379457184;0,035750019;0,017348877
8;147,74;48,92;0,2076;146;0,022870674;0,043281856;0,051088482;0,00830774;0,184991157;0,401958473;0,160308414;0,001911309;0,111232927;0,014048968
10;147,74;48,92;0,2599;200;6,06E-05;7,19E-05;0,060438971;0,339731564;0,019014493;0,000461209;0,000136413;0,068088946;0,511934311;6,16E-05
12;147,74;48,92;0,3124;245,04;0,001709091;0,026491919;0,159186524;0,001459908;5,00E-07;2,68E-05;0,07122466;0,000504827;0,705901211;0,033494528
14;147,74;48,92;0,3654;281,764;0,001866735;0,890349661;0,038325947;0,001192702;0,056247527;1,29E-05;0,00392677;0,000151948;0,002842523;0,005083292
16;147,74;48,92;0,4186;313,28;0,000138203;0,000232596;0,001424118;6,89E-05;0,057766924;0,079147229;0,000360176;0,005266646;0,549477518;0,306117665
2;145,75;48,9;0,0518;28,65;0,000496365;1,51E-05;0,001120828;0,000432626;0,908715111;0,025444116;0,037001986;0,000111491;0,025673086;0,0009893
4;145,75;48,9;0,1036;53,2;0,008477634;0,00017769;0,725726222;3,44E-05;7,12E-06;7,18E-05;0,265253294;0,000118346;0,000121606;1,19E-05
6;145,75;48,9;0,1555;93,1;0,000165561;0,563976773;0,003519822;0,108846562;0,000706274;0,00077618;0,202345028;0,110933937;0,007869227;0,000860635
8;145,75;48,9;0,2076;146;0,014449004;0,000462218;0,003967874;0,004349596;0,114253438;0,447723433;0,264308822;0,150101237;0,000175908;0,000208469
10;145,75;48,9;0,2599;200;0,000510144;0,003559232;0,047618414;0,001273167;0,000116793;0,008035846;0,025035383;0,762390748;0,013662992;0,13779728
12;145,75;48,9;0,3124;245,04;1,05E-05;0,021154223;4,46E-06;0,030244578;3,37E-06;3,30E-05;0,00071341;0,001016892;0,946819491;9,04E-09
14;145,75;48,9;0,3654;281,764;0,993920151;0,000951243;1,59E-05;5,00E-05;4,44E-08;0,004133213;3,01E-05;4,76E-06;0,000894239;3,83E-07
16;145,75;48,9;0,4186;313,28;0,087950505;0,054942624;0,052448624;0,012175036;0,003736334;0,145014386;0,179365383;0,002919621;0,010158839;0,451288647
2;143,76;48,88;0,0518;28,65;1,81E-05;8,13E-05;0,42033507;0,088552314;2,59E-05;2,29E-05;0,26490695;0,000125634;0,225146637;0,000785132
4;143,76;48,88;0,1036;53,2;0,000146229;2,84E-06;0,016617058;0,004376354;0,001329757;0,544581944;0,35355066;0,001316656;9,94E-05;0,077979121
6;143,76;48,88;0,1555;93,1;0,183890035;0,001407242;0,05104197;0,000539798;0,022268724;0,014796752;0,003206884;0,096664685;0,001614576;0,624569334
8;143,76;48,88;0,2076;146;0,023900739;0,010156725;0,025411374;0,042836158;0,061218092;0,016705602;0,031573765;0,013969988;0,053616454;0,720611103
10;143,76;48,88;0,2599;200;0,014705066;0,001129813;0,002498421;0,017498578;0,000237007;4,06E-05;0,001012168;0,08907779;0,873346129;0,000454435
12;143,76;48,88;0,3124;245,04;0,823630098;0,000501752;0,051767035;0,048978919;0,01155295;0,055667321;0,002593117;0,005051702;6,20E-05;0,000195124
14;143,76;48,88;0,3654;281,764;0,979174883;7,23E-05;1,60E-05;2,77E-07;5,30E-05;1,84E-06;0,000118211;0,018896474;2,37E-05;0,001643277
16;143,76;48,88;0,4186;313,28;0,884660562;7,98E-06;0,112575677;5,26E-06;4,73E-05;0,001787822;1,44E-05;0,000225491;0,000164532;0,000511008
2;141,77;48,86;0,0518;28,65;0,005757004;0,002880349;0,320821152;0,000171015;0,007418773;8,70E-05;0,146720393;4,81E-05;0,327115064;0,188981196
4;141,77;48,86;0,1036;53,2;0,068793047;0,257133809;0,306514431;0,043866014;0,057978303;6,37E-05;0,0005718;0,000279081;0,059816891;0,204982959
6;141,77;48,86;0,1555;93,1;0,0001713;0,136981726;0,039685575;0,4532147;0,223791388;0,005216723;0,011959707;0,006716388;0,032634025;0,08962847
8;141,77;48,86;0,2076;146;0,030999954;0,023352529;0,07582074;0,000954776;0,001604682;0,601679627;0,000199243;0,002290508;0,001369367;0,261728575
10;141,77;48,86;0,2599;200;0,000449968;0,022996178;0,001808594;0,00255296;0,000914411;0,000276614;0,922595586;0,047008168;0,000921859;0,000475663
12;141,77;48,86;0,3124;245,04;0,329456477;0,031157601;9,13E-05;0,008108394;6,06E-05;0,198197104;0,003485894;0,000468001;0,000185718;0,428788948
2;139,78;48,84;0,0518;28,65;0,05127416;0,001164786;0,235323475;0,009766734;0,043261904;0,000925055;0,066824989;0,001378818;0,583990989;0,006089091
4;139,78;48,84;0,1036;53,2;0,079802687;0,024142685;0,040169824;0,023150348;0,003282168;0,000900479;0,009595545;0,812613724;0,004178363;0,002164177
6;139,78;48,84;0,1555;93,1;0,00144167;0,003029519;0,003043331;0,000125572;0,052606338;0,007437147;0,211572062;0,114991542;0,137769144;0,467983675
8;139,78;48,84;0,2076;146;0,001353434;0,000109977;0,20724743;0,157699192;0,084854337;0,019124639;0,183195996;0,002784301;0,236682032;0,106948663
10;139,78;48,84;0,2599;200;0,021306463;0,137141624;0,02757454;0,001626648;0,037785524;0,685141363;0,000941309;0,009390211;0,001241284;0,077851034
12;139,78;48,84;0,3124;245,04;1,52E-08;0,117772508;0,007321732;6,53E-06;1,22E-06;0,66326544;2,36E-11;7,04E-05;0,211562115;2,39E-09
2;137,79;48,82;0,0518;28,65;6,76E-06;0,000704743;0,005788033;0,000153781;0,008102395;6,26E-06;0,938699035;5,24E-07;1,34E-05;0,046525059
4;137,79;48,82;0,1036;53,2;0,007541303;1,21E-05;0,072557393;0,288079124;0,00065365;0,377075682;2,97E-05;0,248812251;0,005118839;0,000119943
6;137,79;48,82;0,1555;93,1;0,198947943;0,112694216;0,015792997;0,436154664;0,001981764;0,008326185;0,18640564;0,039078854;0,000133288;0,000484448
8;137,79;48,82;0,2076;146;0,000246561;0,006857585;0,009397425;0,110217237;0,005922954;0,000330985;0,335628643;0,040766964;0,084060595;0,406571051
10;137,79;48,82;0,2599;200;0,356811121;0,010978494;0,003929072;0,023855898;0,035219521;0,092485078;0,014328898;0,418267657;0,034949059;0,009175202
12;137,79;48,82;0,3124;245,04;0,001950078;0,003511694;0,013633297;0,000342161;0,001767948;0,376287159;0,585245943;0,001206864;0,015887115;0,000167741
2;135,8;48,8;0,0518;28,65;0,137393279;0,000554249;3,21E-05;0,075051037;1,75E-06;0,001765694;9,74E-05;0,000449364;0,107217164;0,677437966
4;135,8;48,8;0,1036;53,2;0,181323267;0,001206558;0,337357437;0,02898154;0,006299192;0,072593277;0,008351416;0,277369988;0,044521798;0,041995528
6;135,8;48,8;0,1555;93,1;0,015369081;0,001410236;0,008950703;0,042732788;0,008482352;0,550621936;0,006407076;0,112424277;0,004636029;0,248965522
8;135,8;48,8;0,2076;146;0,003172238;0,008803683;0,022836371;0,008635311;0,083519114;0,337808247;0,013019627;0,049590662;0,006016668;0,466598079
10;135,8;48,8;0,2599;200;0,001327043;0,000923818;0,059296967;0,000725031;0,065662292;0,000612199;0,699393804;0,000187469;0,095741065;0,076130311
12;135,8;48,8;0,3124;245,04;0,004548351;0,454464178;0,000644348;0,268993859;0,004897814;0,103435151;0,00098204;0,160850592;0,001118333;6,53E-05
2;133,81;48,78;0,0518;28,65;0,040868988;0,029503448;0,286116493;2,51E-05;2,48E-05;0,136116189;0,491058104;0,000106676;2,75E-05;0,016152726
4;133,81;48,78;0,1036;53,2;0,2070119;0,001195131;0,053216304;0,000756614;0,489548407;0,164088493;0,000935193;0,074861398;0,006923823;0,001462738
6;133,81;48,78;0,1555;93,1;0,125404305;0,295389094;0,040499434;0,009393563;0,080037979;0,018910927;0,014387117;0,00205208;0,042962565;0,370962935
8;133,81;48,78;0,2076;146;0,000116715;0,000612969;0,043208653;0,109406235;0,019108234;2,89E-05;0,645553274;0,012614859;2,87E-05;0,169321475
10;133,81;48,78;0,2599;200;0,006780641;0,201916982;0,001127495;0,018840179;0,451413072;0,003709923;0,036031493;0,279001558;0,000977851;0,000200808
12;133,81;48,78;0,3124;245,04;0,006975179;0,02482271;0,002713763;0,000611496;0,066947798;0,471665984;0,0057065;0,235295332;0,005624906;0,179636331
2;131,82;48,76;0,0518;28,65;6,33E-05;0,001763759;4,09E-05;0,005282035;6,12E-06;0,983288716;2,44E-06;0,009501908;1,49E-05;3,60E-05
4;131,82;48,76;0,1036;53,2;0,678404552;0,036101795;0,069669386;0,131600316;0,017983366;0,028016394;0,019487622;0,001659537;0,008198092;0,00887894
6;131,82;48,76;0,1555;93,1;0,24469033;0,181333909;0,001573774;0,003964655;0,001665794;0,080422924;0,132526614;0,028309973;0,325501155;1,09E-05
8;131,82;48,76;0,2076;146;0,000678473;0,002104659;0,013229687;0,001293262;0,006517082;0,103047508;0,599039154;0,018549179;0,047990815;0,207550181
10;131,82;48,76;0,2599;200;3,26E-05;0,002423413;0,002950649;0,006700929;0,000113704;3,89E-05;0,00103166;0,029472452;0,955085821;0,00214985
12;131,82;48,76;0,3124;245,04;0,144766334;0,001724891;0,002397475;0,048979489;0,002632133;0,680484027;0,052228358;0,060395349;0,000932603;0,00545934
2;129,83;48,74;0,0518;28,65;0,679654433;4,03E-05;0,000119919;1,91E-05;4,93E-05;0,000134052;0,038563044;0,024488718;0,251511515;0,005419565
4;129,83;48,74;0,1036;53,2;0,514946492;0,032345602;0,015819262;0,045914445;0,000185782;0,104751422;0,254712055;4,27E-05;0,031246323;3,59E-05
6;129,83;48,74;0,1555;93,1;0,004372582;0,012711312;0,01063524;0,004187881;0,018053714;0,009935803;0,0101631;0,190843742;0,144316482;0,594780144
8;129,83;48,74;0,2076;146;6,65E-05;1,98E-08;7,13E-07;0,00023665;0,000556331;0,946233242;9,55E-05;0,000126357;9,42E-05;0,052590445
10;129,83;48,74;0,2599;200;0,08387989;0,693009827;0,000520741;0,002623285;0,000380498;0,002075354;0,099251612;0,018926734;0,004754029;0,094578029
12;129,83;48,74;0,3124;245,04;0,269489291;9,37E-05;0,000126765;0,558405289;0,006740532;0,00959505;0,144323724;0,009963581;0,000578431;0,0006836
2;127,84;48,72;0,0518;28,65;9,35E-05;0,000596178;0,170277087;0,000157033;9,37E-05;0,766355543;0,024647239;0,002293428;0,035377762;0,000108541
4;127,84;48,72;0,1036;53,2;0,122939359;0,017461917;0,246281878;0,520873012;0,000255876;1,77E-05;0,005761863;0,000118576;0,085434325;0,000855467
6;127,84;48,72;0,1555;93,1;0,003653496;0,000527282;0,131717919;0,000620371;0,017370588;0,720237735;0,115429482;3,37E-05;1,20E-05;0,010397386
8;127,84;48,72;0,2076;146;0,252904004;0,034075045;0,001314815;3,22E-05;0,34935071;0,349783134;0,011895748;0,000287174;0,000287577;6,96E-05
10;127,84;48,72;0,2599;200;0,192388507;0,023103261;0,002952368;0,011673371;0,677949807;0,015132656;0,012147363;0,040213545;0,0239;0,000539122
12;127,84;48,72;0,3124;245,04;0,000874513;0,000677152;0,008571211;0,005947103;0,960771751;0,000136415;0,003597805;0,001497534;0,017556714;0,000369802
2;125,85;48,7;0,0518;28,65;0,010328726;0,009463522;0,15079848;0,001048125;0,010401309;0,355806829;0,101552577;0,338020899;0,002633891;0,019945643
4;125,85;48,7;0,1036;53,2;0,009628903;0,058668931;0,036986672;0,034472152;0,018636902;0,590915874;0,047138186;0,019389048;0,000645683;0,183517649
6;125,85;48,7;0,1555;93,1;0,000124414;0,001438467;0,000326217;0,077633809;0,362104888;0,030938015;0,200473133;0,326035579;0,000418462;0,000507018
8;125,85;48,7;0,2076;146;0,369901793;6,00E-06;6,78E-05;4,45E-05;6,14E-07;0,002427903;5,06E-07;1,06E-05;0,627537927;2,34E-06
10;125,85;48,7;0,2599;200;0,563977005;0,002536728;1,83E-05;0,000672226;3,65E-06;5,44E-06;0,431467275;9,71E-07;5,89E-06;0,001312541
12;125,85;48,7;0,3124;245,04;0,002492674;1,07E-05;0,004099894;0,710764027;0,001205603;0,013016512;0,000230834;0,002488071;0,003531376;0,262160312
2;123,86;48,68;0,0518;28,65;0,043302297;0,000580931;0,000945266;0,79913784;0,073746175;0,000383964;0,069355697;0,005138474;0,000536016;0,00687334
4;123,86;48,68;0,1036;53,2;0,004814358;9,93E-05;0,139405552;0,073894491;0,459340913;0,000153384;0,000762983;0,000106061;0,000509308;0,320913673
6;123,86;48,68;0,1555;93,1;0,053380054;0,181050482;0,032760716;0,149313614;0,074268971;0,197392164;0,073106105;0,147893982;0,074966523;0,01586739
8;123,86;48,68;0,2076;146;0,006781918;0,054978578;0,003349155;0,015259503;0,347913414;0,126435195;0,016270469;0,011473583;0,002627116;0,41491107
10;123,86;48,68;0,2599;200;1,61E-05;0,093270917;7,47E-05;0,003141118;0,070581216;0,000241368;0,752011299;0,000143928;5,09E-05;0,080468485
12;123,86;48,68;0,3124;245,04;0,507883747;0,055367048;0,000270613;0,047273914;0,000786461;0,002338752;0,02323376;0,003252301;0,001711844;0,357881561
2;121,87;48,66;0,0518;28,65;0,008008944;0,000483543;0,000231454;7,19E-05;0,000393459;0,000155656;9,59E-05;0,133383974;0,857171386;3,77E-06
4;121,87;48,66;0,1036;53,2;0,002483746;0,679528141;0,009080692;0,000571264;0,002687928;0,00016425;0,302334535;6,16E-07;0,003147497;1,33E-06
6;121,87;48,66;0,1555;93,1;0,007195272;0,408828519;0,001545929;0,000109853;0,047558071;0,001092953;0,246290919;0,28732751;4,20E-05;8,98E-06
8;121,87;48,66;0,2076;146;0,806963184;0,001328319;0,000189872;0,102788683;0,061210118;0,027380278;9,05E-05;1,31E-05;1,19E-05;2,40E-05
10;121,87;48,66;0,2599;200;0,879496296;0,000346402;0,00123734;0,00219796;0,000212084;0,011799238;0,053687063;0,049100816;0,00187806;4,47E-05
12;121,87;48,66;0,3124;245,04;0,024796242;0,00199738;0,038566193;0,000886674;0,117053861;0,000273645;0,010195513;0,80558936;0,000267953;0,000373179
2;119,88;48,64;0,0518;28,65;0,103384809;0,000206202;0,563855448;0,00802176;0,00945353;0,001729208;0,028029206;0,00130991;0,000202606;0,283807323
4;119,88;48,64;0,1036;53,2;2,79E-05;1,23E-05;0,289672343;0,00875961;0,000339345;0,000648513;0,003098551;0,69732684;8,27E-05;3,19E-05
6;119,88;48,64;0,1555;93,1;0,00010773;0,03495089;0,000816951;0,015794145;0,000447043;0,128984945;1,96E-06;0,002118298;0,814741631;0,002036402
8;119,88;48,64;0,2076;146;0,556150624;0,000788221;0,000841779;0,007917682;0,002069063;0,003005133;0,000285878;0,397043635;0,000280197;0,031617789
10;119,88;48,64;0,2599;200;3,85E-05;0,110254977;0,009798134;0,000105953;0,338479928;1,01E-05;0,53911934;0,001608643;8,08E-05;0,000503727
12;119,88;48,64;0,3124;245,04;0,001209159;0,902446278;6,13E-05;0,039920666;0,034025026;0,002073185;0,002205682;0,001644383;0,009864311;0,006549986
2;117,89;48,62;0,0518;28,65;0,001439581;0,774197953;0,00107213;0,002428542;0,000599058;0,170236142;0,014925971;0,010034244;0,003083286;0,021983093
4;117,89;48,62;0,1036;53,2;0,025951793;0,000313676;0,035448234;0,934306432;0,000115327;0,001575185;0,00074215;0,000248773;1,45E-05;0,001283944
6;117,89;48,62;0,1555;93,1;6,28E-06;0,000280456;4,02E-05;9,73E-07;0,000201336;5,33E-06;2,03E-07;0,039752506;0,700787564;0,258925159
8;117,89;48,62;0,2076;146;0,027550297;0,219265426;0,060140905;0,002973709;0,61579209;0,000664147;0,06976464;0,000469233;0,000117379;0,003262175
10;117,89;48,62;0,2599;200;0,000667287;0,059248781;0,00030131;0,172797426;0,001397367;0,008671479;0,085592519;0,000515781;0,00087704;0,669931011
12;117,89;48,62;0,3124;245,04;0,009009964;0,017464534;0,053539086;0,000199197;0,674457538;8,28E-05;0,232997423;0,000201238;0,011608197;0,000440063
2;115,9;48,6;0,0518;28,65;0,000718286;0,000382972;0,002617338;6,76E-05;0,50157394;4,11E-05;0,00590816;0,125343893;0,363342047;4,67E-06
