6 253.21 49.98 6.17 7.58166756464987 4.615156306146285 2.840174848574793
8 253.21 49.98 6.24 8.960913736732797 4.877922732340395 2.9225427398186143
2 251.22 49.96 6.03 7.374928313531396 4.382134353625965 2.865919456621263
4 251.22 49.96 6.09 6.782416980829478 3.9639436989211596 2.992304736155568
6 251.22 49.96 6.15 9.400635071033731 5.076408561058211 2.7136731891878636
8 251.22 49.96 6.22 6.495153863547168 3.812866702416426 3.005403252138996
2 249.23 49.94 6.03 8.132963525947535 4.496192660728282 3.008223592266005
4 249.23 49.94 6.08 7.032833086098548 4.208594827611167 2.8149361343906274
6 249.23 49.94 6.13 6.483034001861215 3.3438439004993197 2.9521652373508673
8 249.23 49.94 6.19 6.48950933712405 3.479583642701205 2.9159736121368165
10 249.23 49.94 6.27 8.099691867245278 4.547211604050348 2.9648153909977317
2 247.24 49.92 6.03 7.890279941414167 4.6339898706849825 3.4554203122661877
4 247.24 49.92 6.07 5.33777333105679 3.181309521302517 2.7986449016467176
6 247.24 49.92 6.13 7.463688501856146 4.018720271216955 2.959239284330407
8 247.24 49.92 6.18 7.2852208821801465 4.151038405175898 3.105442520983597
10 247.24 49.92 6.24 7.670463328692372 4.257164170211206 3.1259928104424906
2 245.25 49.9 6.02 8.662815007830703 4.830754482110716 3.151681880402659
4 245.25 49.9 6.07 8.041050854707617 4.541819980163311 3.1598843390559095
6 245.25 49.9 6.12 7.9908120876914825 4.5184091891557525 2.7728247280611398
8 245.25 49.9 6.16 4.568252902736891 2.7422652998661015 2.598619709157568
10 245.25 49.9 6.22 8.564269599403268 4.838761312575892 3.179630053153137
2 243.26 49.88 6.01 8.152266834525188 4.437123325616251 2.947755254848594
4 243.26 49.88 6.06 8.01365450713335 4.607944427465966 3.35132271276304
6 243.26 49.88 6.1 7.81937011990524 4.540667909014986 3.3496146932502717
8 243.26 49.88 6.15 10.51979260727723 5.604168483115312 2.767064719477106
10 243.26 49.88 6.2 7.569288911632227 4.3133341375310525 2.94228818045604
2 241.27 49.86 6.0 7.490703857357844 4.191326847548328 2.7441365124185664
4 241.27 49.86 6.04 7.337624007299379 4.063477388431061 3.162043241981606
6 241.27 49.86 6.08 7.471438016874709 4.59871218944349 2.8429228261294393
8 241.27 49.86 6.13 7.350813713629116 4.357832276802822 2.795225411590487
10 241.27 49.86 6.18 7.574106623302096 4.388766110162247 3.3748691487767286
12 241.27 49.86 6.24 7.631247708440551 4.211076823311317 2.98679342597004
2 239.28 49.84 6.0 7.09168769395958 3.899218003991216 2.57602065343863
4 239.28 49.84 6.04 6.898790007755152 3.783388244654487 2.575199236453468
6 239.28 49.84 6.08 9.41543472197116 5.0759215958643225 2.7139570136341846
8 239.28 49.84 6.13 5.901529254436109 3.4904330048144456 2.919818907473656
10 239.28 49.84 6.17 4.657472784843203 2.7424972472860847 2.698136633021198
12 239.28 49.84 6.22 8.242202756004483 4.678547065261756 3.2667664360788518
2 237.29 49.82 6.01 6.460060789645845 3.7410913834625483 2.697211367801054
4 237.29 49.82 6.1 10.078650096708502 5.375682636779089 2.8209308658727688
6 237.29 49.82 6.11 8.532186803129424 4.693935629146388 3.051512965946427
8 237.29 49.82 6.13 7.907804771349215 4.657682522640896 2.6983865920359795
10 237.29 49.82 6.17 6.650535398719028 4.042772915799778 2.7920104266970402
12 237.29 49.82 6.21 6.977865963039161 4.096715638545669 3.1704581368436813
2 235.3 49.8 6.07 6.7886876913478 4.209938568711003 2.6659985921973197
4 235.3 49.8 6.18 8.156662872122277 4.6545696412602915 3.1764403805007486
6 235.3 49.8 6.24 6.547882093554523 3.922874421052954 2.6124345317366213
8 235.3 49.8 6.24 6.742513327718041 3.748311365457977 2.5767083036459364
10 235.3 49.8 6.27 6.561763939581209 3.459676338520452 2.8641645700955314
12 235.3 49.8 6.29 8.565218754268324 4.71220372556639 2.714328407932864
2 233.31 49.78 6.07 8.039984641550616 4.764135382264872 3.0504550663061045
4 233.31 49.78 6.18 5.275035446384926 3.2009486704323895 2.8702170858085423
6 233.31 49.78 6.24 4.759984395775663 2.7808465423059836 2.675675873922338
8 233.31 49.78 6.26 9.380012802734374 5.1973732085679325 2.8219892138409253
10 233.31 49.78 6.27 8.912954511985616 4.9466778467802595 3.0929591400920065
12 233.31 49.78 6.29 6.832548850610727 4.196559165031285 2.7772591945113887
2 231.32 49.76 6.07 6.8337850398184194 4.525703863020543 2.6623933570031446
4 231.32 49.76 6.19 7.3222577040496795 4.367350998230758 2.8853543137716344
6 231.32 49.76 6.25 5.10323103012147 2.9359534254126176 2.760470800388913
8 231.32 49.76 6.27 6.998941924345832 4.315083052905461 2.8615870491786755
10 231.32 49.76 6.27 8.704243247383364 4.746105734206045 2.6988868981304623
12 231.32 49.76 6.29 7.439663383669036 4.170809695547255 2.7830941558618143
2 229.33 49.74 6.08 8.698426812079827 4.915624829628585 3.269687418849954
4 229.33 49.74 6.2 8.71840652116987 4.920135497932847 3.25378771581603
6 229.33 49.74 6.24 6.564554020506111 3.763850787951275 2.660880234335802
8 229.33 49.74 6.26 6.852427486694388 3.7643739994322747 2.9915413260500743
10 229.33 49.74 6.26 7.852881156720555 4.597117087096018 3.514704780260721
12 229.33 49.74 6.29 9.483073528552882 5.178765328821853 2.9089214970028445
2 227.34 49.72 6.08 7.611475146708953 4.300143937426211 2.7955270989615584
4 227.34 49.72 6.2 6.754543948744732 4.321477035281114 2.70408729275226
6 227.34 49.72 6.24 7.1461080857577866 4.426590050363297 2.7942130334419804
8 227.34 49.72 6.26 6.869521618737302 4.447045656301704 2.6801003171843765
10 227.34 49.72 6.26 6.305285990664125 3.693274891555001 2.853070161586463
12 227.34 49.72 6.29 8.64370587701201 4.873527366937523 3.2432955942141
2 225.35 49.7 6.08 8.978801127281395 4.870496676380496 2.8755825547085996
4 225.35 49.7 6.2 6.911498416419485 3.947484114636664 3.0312324296321664
6 225.35 49.7 6.24 7.237364570586747 4.0238777733173 2.8896369151918155
8 225.35 49.7 6.24 7.721313668332593 4.4783776440664145 3.352964299509039
10 225.35 49.7 6.26 6.937064346311365 3.8131749432977324 3.1333480418800677
12 225.35 49.7 6.29 8.98529232279952 4.990923213791106 3.122085795949637
2 223.36 49.68 6.09 4.403666542742229 2.593749557101499 2.56322704337211
4 223.36 49.68 6.21 7.019403126385424 3.869582355692765 2.578126317701169
6 223.36 49.68 6.24 8.36184834661236 4.696312761779238 3.09535549700401
8 223.36 49.68 6.26 8.33491567180781 4.75264892060446 3.0813311685396902
10 223.36 49.68 6.26 7.649511660087392 4.257098831175523 2.663979794659576
12 223.36 49.68 6.29 8.869484752695131 4.955827025856111 3.17767702488874
2 221.37 49.66 6.09 7.572555415148465 4.317541625306259 3.037699400380745
4 221.37 49.66 6.21 4.380554486065828 2.580751506649312 2.5743167259046404
6 221.37 49.66 6.23 7.997411767399958 4.541342490148721 3.200081327511453
8 221.37 49.66 6.25 7.816893623138063 4.379133689021538 3.1079702444409016
10 221.37 49.66 6.27 8.397072730283472 4.739394836727446 3.107032537193783
12 221.37 49.66 6.29 4.583998085453044 2.6842877536969647 2.627862527274795
2 219.38 49.64 6.09 8.362929928136264 4.775256550404994 3.2908798320432884
4 219.38 49.64 6.22 6.3284140554540835 3.802717487848466 3.1783189715373457
6 219.38 49.64 6.24 7.52775269169845 4.190928262057326 3.0127547148124822
8 219.38 49.64 6.26 6.86413230634761 3.6859520020638157 2.7824214639553757
10 219.38 49.64 6.27 7.823102871179207 4.500646741269856 3.215072785873935
12 219.38 49.64 6.29 5.5059655008684025 3.2402809812729325 2.799113294720808
2 217.39 49.62 6.1 4.471136910283487 2.6662086188337635 2.6505329507427335
4 217.39 49.62 6.23 6.075033409101215 3.567442519741173 2.9625715632697625
6 217.39 49.62 6.23 7.843158308729901 4.088391441336978 2.868059849685225
8 217.39 49.62 6.25 8.016705365001265 4.576927726300629 3.023933613082797
10 217.39 49.62 6.27 7.265917256500876 4.424416474232543 2.8766413976015017
12 217.39 49.62 6.29 4.753740080129969 2.791087671195126 2.6638375444035294
2 215.4 49.6 6.1 7.244087481011669 4.468198387927711 2.6661004243506365
4 215.4 49.6 6.23 6.4276224340852375 3.3925434402318024 2.810310532545457
6 215.4 49.6 6.23 6.651571653322564 3.8186784786478416 2.667804937057225
8 215.4 49.6 6.25 8.516940989792953 4.814402676080609 3.276251208562621
10 215.4 49.6 6.27 7.9442358081035085 4.445877808172018 2.7928853674656846
12 215.4 49.6 6.29 6.657642170738797 4.138725368636013 2.834538479260202
2 213.41 49.58 6.1 7.067871550091776 4.008974046548463 2.75012627448341
4 213.41 49.58 6.24 6.287488807210375 4.120250486703599 2.655038811025042
6 213.41 49.58 6.24 7.827235064047844 4.6231982633425295 3.012645302612229
8 213.41 49.58 6.25 7.622630383038929 4.303471965199295 3.0268961310064384
10 213.41 49.58 6.27 5.967138168543096 3.5208830128824333 2.926830469339429
12 213.41 49.58 6.29 8.226479326994491 4.662848085700805 3.2504911100293996
2 211.42 49.56 6.1 7.576445824231144 4.712126135632712 2.673473756787657
4 211.42 49.56 6.23 7.938287090342523 4.653388891542529 3.5698394490602494
6 211.42 49.56 6.23 7.991878746838166 4.407099073437518 2.8733712477253666
8 211.42 49.56 6.25 8.649725282463669 4.823185333213723 3.121659307962009
10 211.42 49.56 6.27 6.771287978973664 3.962247339358185 3.1406177009421534
12 211.42 49.56 6.29 7.681990286888666 4.536518175590243 3.530961670593794
2 209.43 49.54 6.1 6.7417946528461945 3.6383494251772466 2.941998497635585
4 209.43 49.54 6.23 6.820675197579033 4.511624968079663 2.67044704154875
6 209.43 49.54 6.23 5.70438716811779 3.104925258581004 2.84376566285613
8 209.43 49.54 6.25 6.778351837353786 3.6559968775306193 3.0271912454164407
10 209.43 49.54 6.27 7.596336077897414 4.507755884402209 3.465465148249075
12 209.43 49.54 6.29 5.7942361566904825 3.4195382316417744 2.8992027527792197
2 207.44 49.52 6.1 7.717486854547626 4.656227540770942 2.852765122434106
4 207.44 49.52 6.24 8.632263850397724 4.879182854757031 3.2125906208728625
6 207.44 49.52 6.24 6.792638400058761 4.037080147608086 2.8891517050783455
8 207.44 49.52 6.26 9.678331009580399 5.234035011543723 2.8755343417250763
10 207.44 49.52 6.26 5.867585401074546 3.625148255735276 2.8168033943887845
12 207.44 49.52 6.28 7.91130812711124 4.4827649985974505 2.9344649273598886
2 205.45 49.5 6.1 7.662032497173631 4.178245670107299 2.6080667480848505
4 205.45 49.5 6.25 9.922819002697713 5.292368273729181 2.736431260197162
6 205.45 49.5 6.25 6.905218894265937 4.207092579738859 2.752707136333973
8 205.45 49.5 6.27 7.6216822021723445 4.321739083065206 2.7439034804517095
10 205.45 49.5 6.27 6.725000972297113 4.438519560280353 2.667170752400915
12 205.45 49.5 6.29 6.713856143415385 3.758562717157878 2.7495527168999803
2 203.46 49.48 6.1 6.492286000530943 3.7983316535576863 2.9346186730870665
4 203.46 49.48 6.26 7.898150940050742 4.435040171193112 3.0107487567507483
6 203.46 49.48 6.26 6.845514809464989 4.393991832614978 2.73717958007316
8 203.46 49.48 6.28 6.298685428867302 3.696167030743383 2.8170516719264755
10 203.46 49.48 6.28 6.64820182343414 4.221953442512592 2.8324758851664447
12 203.46 49.48 6.29 8.436081098419697 4.780634742368278 2.9428051177935473
2 201.47 49.46 6.1 7.890624692415649 4.325532283242771 2.7663006619136254
4 201.47 49.46 6.25 7.592331673950637 4.169549095222614 3.046917203391504
6 201.47 49.46 6.25 9.003451876662304 5.005860183675233 3.1655894319065814
8 201.47 49.46 6.27 7.976323099809692 4.623330000673187 3.149935403936495
10 201.47 49.46 6.28 7.630570433956718 4.467949089761191 3.3382743431691058
12 201.47 49.46 6.28 6.595054188253949 3.7564111743306734 2.8676952310992903
2 199.48 49.44 6.1 6.359576199919312 3.7588765459322615 2.9631268145491014
4 199.48 49.44 6.24 6.972884453004315 3.875191131686238 2.7590398174503687
6 199.48 49.44 6.24 7.0446817288799775 3.9085601434117834 3.0520648654662903
8 199.48 49.44 6.26 6.953604720947367 3.8327670666845512 2.5646038274194534
10 199.48 49.44 6.28 7.669104656551053 4.22882136277739 3.011137686568339
12 199.48 49.44 6.28 7.619687449397064 4.464911056418671 3.1091433192762192
2 197.49 49.42 6.09 5.2197831874367155 3.109621314092364 2.7637677733852737
4 197.49 49.42 6.23 9.423896987208076 5.166815111000712 3.0518529271692185
6 197.49 49.42 6.24 6.104850849964717 3.540297844979497 2.73316795115316
8 197.49 49.42 6.26 6.318217584619682 3.7134549423317478 2.959702120838325
10 197.49 49.42 6.26 7.484506416580473 4.159249041976847 3.066519205267447
12 197.49 49.42 6.29 7.234582942440582 4.056147272995645 3.1346576063692404
2 195.5 49.4 6.08 7.33994043623925 4.084617452219704 2.780772673265876
4 195.5 49.4 6.22 7.029160060892749 4.021270873636071 2.784019836580335
6 195.5 49.4 6.24 7.694611436297067 4.192944613841693 2.833570016440284
8 195.5 49.4 6.26 10.110453148449551 5.3977865401696805 2.7468853172175223
10 195.5 49.4 6.26 8.495355916834276 4.792395056647966 3.238489192659157
12 195.5 49.4 6.28 8.290451482060632 4.701049790745411 3.269293637351325
2 193.51 49.38 6.07 5.9691646853877085 3.487540657159776 2.804180700759481
4 193.51 49.38 6.22 6.442184509025631 3.8327898288412956 3.106698532979426
6 193.51 49.38 6.23 6.795196483977178 3.623796080354168 2.7310816772031377
8 193.51 49.38 6.25 7.9140559276597795 4.508695163668924 3.081026330931561
10 193.51 49.38 6.27 6.613974958501952 3.880379957933009 2.9885779476334258
12 193.51 49.38 6.29 7.770566035428106 4.338258207437206 3.0773882710231937
2 191.52 49.36 6.06 8.243287990521978 4.6438837596943925 3.0354044678286325
4 191.52 49.36 6.22 9.353237576441048 5.1024764541644485 2.8211956954391146
6 191.52 49.36 6.24 7.6277604401114925 4.374829479210156 2.9837909859877607
8 191.52 49.36 6.26 7.745896207301964 4.3828987525323 3.104260869137366
10 191.52 49.36 6.26 9.47639264704947 5.124104366416766 2.803777958149161
12 191.52 49.36 6.28 8.179196729637631 4.669453600291584 3.304734572107019
2 189.53 49.34 6.05 8.353184920159885 4.556723895931483 2.8864763203077115
4 189.53 49.34 6.21 6.897418873798673 3.9831742751669466 2.8027626774881607
6 189.53 49.34 6.23 5.980395355226235 3.400833915766865 2.5613751565436393
8 189.53 49.34 6.25 7.818244052929718 4.563466393640518 3.437153941172369
10 189.53 49.34 6.27 7.886119791808873 4.603926302951636 3.4825185187090018
12 189.53 49.34 6.29 6.89880669138143 3.963954778739798 2.849099952730193
2 187.54 49.32 6.04 7.012427197122956 4.299119155357249 2.7421527561489336
4 187.54 49.32 6.21 8.727463175865196 4.739894889991803 2.8093755580697044
6 187.54 49.32 6.23 6.844479542674932 3.7750383967749594 3.0112221425462526
8 187.54 49.32 6.25 7.02603894660671 3.7889232460311595 2.959044518810916
10 187.54 49.32 6.27 8.697582855401542 4.905108371407658 3.240927290323101
12 187.54 49.32 6.29 7.474247482053087 4.152671055896315 2.8390411235149764
2 185.55 49.3 6.03 5.029886718348457 2.780334513462095 2.7717399555305238
4 185.55 49.3 6.21 8.469168527555276 4.736258976215525 3.1584739283350087
6 185.55 49.3 6.25 8.448656201270097 4.746935192766933 3.196336882161511
8 185.55 49.3 6.27 8.473852214694867 4.873993313800192 3.0491837496585394
10 185.55 49.3 6.3 8.727795288400705 4.671563430417506 2.7150878646638033
12 185.55 49.3 6.34 7.424461281840422 4.34507985323916 2.8252770812518
14 185.55 49.3 6.36 4.959637171060878 2.8881625260132386 2.7287074239381615
16 185.55 49.3 6.38 6.738476268237994 3.8496273303286213 3.0583895861145334
2 183.56 49.28 6.02 7.931483465990475 4.446215305718031 2.875846545438734
4 183.56 49.28 6.2 7.9794678870960425 4.433798606452767 2.7620418639856683
6 183.56 49.28 6.24 5.194813155535762 3.0708544053792974 2.647422889927269
8 183.56 49.28 6.26 8.249002369262536 4.663775893438928 3.2075532726893887
10 183.56 49.28 6.28 7.365882286723064 4.143533999132441 2.987530807689892
12 183.56 49.28 6.3 8.208767019240009 4.6760155827208 3.277512744544232
14 183.56 49.28 6.32 9.168742557890912 5.060155069407918 3.044867948299898
16 183.56 49.28 6.35 5.8294379853143745 3.069208014792995 2.8767010621370623
2 181.57 49.26 6.0 7.555970581369284 4.498976712538464 2.8694618321965955
4 181.57 49.26 6.15 6.824952767444126 4.5147690781811445 2.662878501655072
6 181.57 49.26 6.24 6.833277522676154 4.1089576252804125 2.7899764486905063
8 181.57 49.26 6.26 6.806622132164922 4.133272759986963 2.8813618489815767
10 181.57 49.26 6.28 5.951716342389857 3.4176816302377517 2.6960210564624725
12 181.57 49.26 6.3 6.916043966119191 3.8164075412722878 2.5590309732372014
14 181.57 49.26 6.32 7.72649879717884 4.284590987367458 3.0904940000008256
16 181.57 49.26 6.35 8.262680125129233 4.491729169912984 2.6301537610331884
2 179.58 49.24 5.98 7.94986371274573 4.641934714792117 3.4975424462342892
4 179.58 49.24 6.11 6.612580834619825 4.038379795283651 2.8030757037974685
6 179.58 49.24 6.23 7.700455472087608 4.450118486654415 3.1367533285586497
8 179.58 49.24 6.25 8.416761547354156 4.651575733088545 2.900956765944752
10 179.58 49.24 6.27 7.1522221043032035 4.339377229865149 2.764738487261474
12 179.58 49.24 6.29 7.1212247228482495 3.8960198664256662 2.8334596061936352
14 179.58 49.24 6.3 6.670058997448541 3.702728253079983 2.9977038781238434
16 179.58 49.24 6.35 5.512570732684621 3.249806361178449 2.8492604446403047
2 177.59 49.22 5.97 10.447120238880085 5.559422269453849 2.799646029946737
4 177.59 49.22 6.08 7.161065271826421 4.091203068578518 2.9731016768048506
6 177.59 49.22 6.2 9.031616152825483 4.950898637903855 2.8301506896764703
8 177.59 49.22 6.25 7.60254795661948 4.334950648112241 2.859585861282455
10 177.59 49.22 6.29 7.607110836719729 4.220151708990293 3.0869694926910536
12 177.59 49.22 6.3 7.165588960166055 4.101615439955653 3.0220519286429623
14 177.59 49.22 6.34 8.07361174620216 4.512652328819433 3.125350787718652
16 177.59 49.22 6.38 6.826765533279784 3.64057361105425 2.9431062507696306
2 175.6 49.2 5.95 8.119416716245315 4.554122889704559 3.1692484511560854
4 175.6 49.2 6.05 6.84719549060362 4.32361008153196 2.7346300800908585
6 175.6 49.2 6.15 7.935916900971339 4.637747345692606 3.148181097639233
8 175.6 49.2 6.22 7.0177459393848105 3.9158939625856246 2.6653555668671607
10 175.6 49.2 6.25 6.8804940937699355 3.6721357925084552 2.9972178450473863
12 175.6 49.2 6.27 5.261477780793309 3.046267657777061 2.631379076736776
14 175.6 49.2 6.3 6.647888121354339 4.120191192260907 2.7212349501872906
16 175.6 49.2 6.32 7.648692270326489 4.329220663966651 3.0865187208400346
2 173.61 49.18 5.94 7.650543047950932 4.236337738454801 2.9502241179536672
4 173.61 49.18 6.03 8.28292112094934 4.647869251151603 3.1946590633889302
6 173.61 49.18 6.12 9.058788036380996 5.014740298952637 2.89245776719018
8 173.61 49.18 6.2 6.671735852714096 3.8144662344598865 2.8765073881339935
10 173.61 49.18 6.25 7.282232767062466 4.123775542312936 3.1367746243844916
12 173.61 49.18 6.29 9.773225590126975 5.280446895331493 2.8619068066883053
14 173.61 49.18 6.3 10.130929030967867 5.434303268220719 2.7931147923163793
16 173.61 49.18 6.35 7.734789681269729 4.512698005154447 3.3775771633044673
2 171.62 49.16 5.93 8.703026642842548 4.863485170944441 3.169131422242664
4 171.62 49.16 6.01 6.79778200619263 3.727860640160179 2.9353344253677087
6 171.62 49.16 6.09 8.487689071417039 4.606204081721681 2.683713632788756
8 171.62 49.16 6.17 6.443960526305018 3.5116088528178153 2.8541625643886186
10 171.62 49.16 6.23 7.817805665830247 4.594894616075268 3.545227129703666
12 171.62 49.16 6.27 7.851749745802797 4.312393711341802 2.669305321859412
14 171.62 49.16 6.3 7.4477477378703085 4.2881280839164875 3.0879460531622605
16 171.62 49.16 6.35 7.433245570480398 4.107645111992239 2.6359436213667164
2 169.63 49.14 5.93 7.014696535895769 4.524628569563026 2.7470037624050736
4 169.63 49.14 6.0 9.017968261475504 5.009276342097205 2.7854797659578825
6 169.63 49.14 6.08 7.751379357788833 4.598242695218036 2.860036590817421
8 169.63 49.14 6.14 8.434739619982752 4.814144987520547 3.344363553799202
10 169.63 49.14 6.22 5.637167049172949 3.1822588592207346 2.8479712891146916
12 169.63 49.14 6.27 6.5101165292682595 3.8092264513941556 2.983315690122018
14 169.63 49.14 6.3 6.525843204543326 3.3912544661576174 2.879627329561176
16 169.63 49.14 6.35 8.043328087397233 4.724368069948754 3.025233841097542
2 167.64 49.12 5.93 7.7227273469386395 4.4382569688893 3.3185163866861687
4 167.64 49.12 5.99 6.883587915805728 4.012833564780282 2.6111034682583094
6 167.64 49.12 6.06 6.360313288405342 3.789050130222775 3.1733034355801135
8 167.64 49.12 6.12 8.466321852195543 4.80399340485286 3.227920166097435
10 167.64 49.12 6.19 7.0144756431431 3.9974413409904517 2.6313880076216263
12 167.64 49.12 6.24 8.562835151334088 4.8232450468022945 3.2145610683145263
14 167.64 49.12 6.28 6.322818850007369 3.710750146833541 2.9934362484838
16 167.64 49.12 6.32 9.667219077320583 5.279418978054148 2.7277786492012277
2 165.65 49.1 5.91 7.143320759842281 4.182287708193482 3.0602014062856338
4 165.65 49.1 5.97 5.1124300634976745 2.9658358429726404 2.594915200254288
6 165.65 49.1 6.03 8.745447302960795 4.811689508059455 2.8640668984310107
8 165.65 49.1 6.09 6.866785536288224 3.654834158905497 2.861823042470502
10 165.65 49.1 6.16 7.3092198325871145 4.0567382638322105 2.9050529141934613
12 165.65 49.1 6.22 7.609584768855288 4.501509417814634 3.0620364537313285
14 165.65 49.1 6.24 7.862740277500255 4.479056441259635 3.2278270743542996
16 165.65 49.1 6.3 5.725496601813404 3.286606013060885 2.6652656776613637
2 163.66 49.08 5.88 5.306057749336669 3.2294606152774477 2.7064765557975394
4 163.66 49.08 5.94 7.795100182115433 4.290295816549503 3.040822080583005
6 163.66 49.08 6.0 5.237395272155203 3.1468120014744794 2.706404717169942
8 163.66 49.08 6.07 6.845304411706526 3.903170179194315 2.96072705275692
10 163.66 49.08 6.13 6.743312268738376 3.8079699963150277 2.9533206814682775
12 163.66 49.08 6.18 7.083882692328918 4.110676978911327 2.7566688571137408
14 163.66 49.08 6.25 7.689858311164307 4.2407925931577415 3.087492534453527
16 163.66 49.08 6.3 7.063833627818347 3.8674480636355564 2.934818032916872
2 161.67 49.06 5.83 4.584676371240388 2.725868649934255 2.6413831588372183
4 161.67 49.06 5.93 8.492951641813391 4.564757938499567 2.647404527400629
6 161.67 49.06 5.98 6.838153899136868 3.6699302231998634 2.739213096313682
