h x y Vpinput Vpoutput Vs Ro Q An Bi CPx Ol Amf OPx Alb Ort Gr Sio2 tiO2 al2O3 fe2O3 feO mnO mgO caO na2O k2O h2O
2 114.33 103.67 6.62 6.550670053810695 3.752932476492672 3.2489351088869403 0.012811005827679831 0.22615381659650854 0.0002512925035309849 0.3033237286941274 0.0007590855137082846 0.02619911361691787 0.3829255665558986 0.03596248059932321 0.0010409924334512989 0.010572917658854002 49.54010633322226 0.2550455418486971 10.451852987653574 2.1834815202830513 14.550584448667918 0.3274856986781238 9.960992092756564 11.390086180039045 0.8415873941325661 0.2615954749835453 0.3592252877702456 
8 114.33 103.67 6.74 6.628753332366731 3.819106483415606 3.2054895069648435 0.06520148207756009 0.05947118313798488 0.01596820912801939 0.0020624212871163134 0.8230713362776612 0.0011549033072892417 0.026502355355314474 0.00019470266251762086 0.0014567033913877533 0.004916703375149082 43.91220807621498 0.1088610695021869 2.7948498432993647 1.0447604865694735 13.60982500919305 0.41585709985844216 36.643567338976965 1.568196128721271 0.14388150802239436 0.3573046929125929 0.22595512929242512 
4 114.7 101.7 6.43 6.236310384302254 3.583088854342851 3.2037651362255786 0.0024419275176348326 0.0020744794211542904 0.005830335952127511 0.016221608825767522 0.3007394916037738 0.41721124105293006 0.16088387367045057 0.0010467910883468737 0.061961196209896346 0.031589054657918246 45.345422907630244 0.5881635414079632 6.68078463211568 2.7221574393650223 15.093836175286343 0.4147802195545884 19.963138533199295 5.429740498165778 0.918896085475808 7.941394831521465 1.341733212935698 
2 114.7 101.7 6.62 6.693015335005916 3.917075403731227 3.2517903585144015 0.11953349596734078 0.017989400080808075 0.012353237347815313 0.6579940896574709 0.04969575714584284 1.6183916256559988e-05 0.09047456356791105 3.270536759349273e-05 0.0064613932859007035 0.04544917366306031 55.054405722030396 0.3368488492528493 3.3373627293435435 2.074294365253241 10.721035078338868 0.3900039944035254 11.861208301344888 14.780712308088136 0.48700808325362366 0.9650221589202347 0.16304259676673555 
6 115.07 99.73 6.15 5.9677167344501205 3.463676962688354 3.2040051643550913 0.003778163029653758 0.016576277011188047 0.0006607272497579451 0.2661963928821214 0.3152909311821167 0.1204997989616358 0.1530122181053324 0.11653323933063015 0.002343657313705053 0.00510859493385876 48.22752558013119 0.311767796429613 5.211894205446017 1.9614107367948224 13.211246913134495 0.3664209312485523 20.582829216805898 7.583088960680371 1.7245155260702494 0.478556139984935 0.5363891126780843 
6 115.07 99.73 6.48 6.3993608401504405 3.6697701965597123 3.2447353401054424 0.021464836388976283 0.18171836085331938 0.18447651281966146 0.005220540061400756 0.05497852301156371 0.053383212786632626 0.45504123018525156 0.0016936344847806857 0.012573524264605567 0.029449625143807966 46.07009216485526 0.7031459110178028 11.51537470024915 2.7861030806167055 18.458557197463644 0.3816963045124284 12.037023409035404 5.012571276200752 0.420627739990314 3.172529065138357 0.7893656257765329 
4 115.07 99.73 6.66 6.478148799254134 3.5564645271109616 2.9497050079193627 0.021801914865926923 0.3575078290562637 0.000502354966229576 0.13822148125810732 0.03562695186196547 0.37582593132724007 0.00023723232664383902 0.06706184194728419 0.00032212174778340185 0.002892340642555473 48.20690144117848 0.5167616692255899 18.271636296917578 2.05130184876596 6.273725627869505 0.18075622374348194 6.866498677124999 13.662621580821598 1.6254525153643171 0.37796684246613566 1.3030543645679518 
6 115.43 97.77 6.14 6.212641534046766 3.547759050037755 3.180006556939723 5.095002492212452e-05 0.021765800455193093 0.1425395445665285 3.111961593928212e-05 0.7932531887898325 0.00014840177253730511 0.00010888825412075232 0.0004286589914914027 0.041429405387393835 0.00024404214204116556 40.09339377596021 0.44659878179690876 4.116130331493852 1.4592626792131276 14.28126520153814 0.4112669207606243 36.185783826376195 0.8855417626016044 0.2855969405396284 6.27509706238903 0.46572258348786555 
4 115.43 97.77 6.44 6.471931793713747 3.7639237790289766 3.214352391389317 0.09838217363640078 0.00014570190285693053 0.0001919134674295495 0.0006117648135321825 0.8863109653649767 0.00032504093951606485 0.012613527655875159 0.0009105311259616813 0.0003072005988755264 0.0002011804945754571 45.52740095001295 0.061456061160263885 0.3301759993308625 0.9418600461180849 13.768943481866668 0.4239966788089035 38.984144909562175 0.3703076189624163 0.1075470218682202 0.08020179331367121 0.16717878549597268 
0 115.43 97.77 6.57 6.508134257558509 3.7509684854658927 3.2122064872929097 2.1748755395445935e-06 6.099315908157971e-06 0.0014372311574004655 0.8142906583996994 0.0025519052976556147 4.839770771789718e-07 0.0009949723383339654 0.13671534558528003 0.0023241121447100466 0.041677016908395606 52.39392989838964 0.3435002009917185 5.285356470502592 2.046909042803155 8.565877885547334 0.37135242195463003 10.21087153687895 17.6543747436137 2.0508255036807177 0.42505420520705983 0.16233586310222073 
6 115.43 97.77 6.7 6.633485201387182 3.548417207003972 2.7006125613618925 0.02426367249987042 0.557497700087185 0.0003143757019057716 0.030406239377227674 2.072141410394637e-07 5.82182236331771e-06 8.409691120829345e-05 1.6011086519147867e-05 0.3873219002872948 8.99750122845185e-05 53.496677167906604 0.03120711934702588 27.305494578195553 0.40322393981564875 0.3379013593943647 0.011929906095992171 0.4666620544034325 11.252167959793235 1.5170299705303028 47.441065449645414 0.4105196045397361 
6 115.8 95.8 6.15 6.043349252474207 3.5086938750024483 3.068556307425294 0.1927427229991039 0.13857076021996328 0.05914883741767008 0.3584274561650126 0.17478160520638372 0.019807577494749103 0.03733956674200133 0.0021752842633763615 0.012444387238330362 0.004561802253409279 56.434428930182435 0.3558305841512717 7.289301636238047 1.5299260120921738 8.317005553380087 0.25366817513630585 13.41331596213871 10.579467680317013 0.4543579246628486 2.0798496348581827 0.3407903519283686 
6 115.8 95.8 6.48 6.444837788769559 3.8407724830425765 3.5122172670833667 0.00017118178529355876 0.044795830415261584 1.012640854892435e-05 0.003537747639059283 0.0018446488461238315 0.08509638900584605 0.8250899389864786 0.000189323989138338 0.003769976272757837 0.035494836651491946 48.160622986748976 0.31463092971492423 4.502992363913212 3.200298938905597 25.99704873770111 0.5156315521690001 13.813166857608786 2.951603079934151 0.3292776531228007 0.6282464668111367 0.5316244127316604 
1 116.17 93.83 6.23 6.0152394202232555 3.4936874918135485 3.1774785292755263 0.09782099692896995 0.013137671795142365 0.0925637240998851 0.6622874218913725 0.017809962436203954 0.08927930142635351 1.1999841838887496e-05 8.058871499649063e-06 0.00040407413765794573 0.026676788571076162 53.058753602684334 0.6368051423337127 4.767815014047012 2.396580920728908 9.51527522950722 0.3386753816852682 10.726565145889388 15.535085159072606 0.6154918649733215 0.9274077975497204 0.543108981426222 
4 116.17 93.83 6.44 6.571566582856223 3.788913132400453 3.2394650320043974 0.021926117257573884 0.005870223329445854 0.00010574764881935365 0.7713851162421741 0.001036063613971715 0.10995616116645811 0.0005138629162039292 0.016535311665287565 0.03098178775616351 0.04168960840390198 51.277376494625145 0.45324717471279186 4.667285081948567 2.3673615298428308 9.395383086370995 0.3816964275934259 10.624281080496331 17.984877470995663 0.9503212175992377 3.937486918492069 0.4365097607987523 
2 116.9 89.9 6.29 6.266492361954853 3.5510087688322955 2.827171629266263 0.2973253194952378 0.3743118680959607 0.001219422728774888 0.1973865466046966 0.0020854441617680483 0.01963036270450147 0.007602023887627459 0.010380972358331811 0.08970884196604245 0.0003491979970588287 64.154638285377 0.11816424921523445 15.85300713165225 0.7417422470783751 2.341603034642477 0.07935623837474574 2.8597742426211057 11.426400893691214 0.7660200406268549 11.06059873870232 0.3050155959744519 
8 117.27 87.93 6.74 6.81617724355519 3.6606784019411767 2.772212125324756 0.0008759735466438677 0.573043533369034 0.00046547528042850916 0.00015757692144090436 1.3408386983007994e-05 0.17038142435990544 0.010021828219301778 0.00019927786448237223 0.24464657798364733 0.0001949240681327646 49.43504166898378 0.22371319237400691 26.825033863819222 1.029952750215581 2.3252921452724005 0.05529918340985299 1.8584499673737973 12.652340602734492 1.342683020936128 30.10720610485002 0.8581447810518362 
4 117.27 87.93 6.88 7.0260319201370685 3.8607980971762834 2.9825873557110816 0.0030743973497973573 0.4707677217230992 0.0012318913111639682 0.4113148639423336 0.00024084484337368148 0.03242775343138837 0.007711306261004027 0.07170254180596235 0.0005068714820377654 0.0010218078498396878 48.791600911133216 0.22087744736536563 19.363694352530896 1.3102714623061298 4.442790951685027 0.15880883131480386 5.520752073768042 17.866111992421875 1.3902837959972556 0.2149404989413874 0.4081816044593337 
