h;x;y;Vp;Vpcalc;Vscalc;Ro
6;120,57;70,23;6,72;5,585336351;3,264494803;3,13650572
8;120,57;70,23;6,76;5,718454969;3,318124572;2,834622109
0;120,57;70,23;6,8;12,72564308;7,163480144;3,411801748
2;120,57;70,23;6,84;4,928929365;3,231809712;3,029816995
4;120,57;70,23;6,88;5,429537672;3,285779222;3,082514756
8;120,57;70,23;6,97;6,543290695;3,766206035;3,245314934
1;120,93;68,27;5,95;5,635473552;3,205126605;3,118804169
2;120,93;68,27;6,04;19,14851375;9,469610906;2,963510715
3;120,93;68,27;6,12;6,021031479;3,366231667;3,074807406
4;120,93;68,27;6,19;4,412605792;2,415162677;2,651202557
5;120,93;68,27;6,13;4,985463966;2,821964322;2,890149755
6;120,93;68,27;6,21;4,735872262;2,726274265;2,855313165
8;120,93;68,27;6,27;6,406139275;3,71244423;3,277455806
2;120,93;68,27;6,4;7,009213904;3,867497604;3,017933339
4;120,93;68,27;6,47;5,551236787;3,21172011;3,242112373
6;120,93;68,27;6,53;7,85509445;4,18910471;2,748060862
8;120,93;68,27;6,56;8,201997238;4,552073251;2,95110618
0;120,93;68,27;6,6;3,796236243;2,243694929;2,761319036
2;120,93;68,27;6,64;4,823959375;2,824852455;2,904806247
4;120,93;68,27;6,68;2,845534763;1,606604517;2,616988513
6;120,93;68,27;6,72;3,499053678;2,637494225;2,726954274
0;120,93;68,27;6,8;4,622684963;2,521653864;2,625269518
2;120,93;68,27;6,84;6,125062453;3,573183831;3,104427521
4;120,93;68,27;6,88;5,456210858;3,127161961;3,150934555
6;120,93;68,27;6,93;4,975208612;2,76124714;2,991021314
8;120,93;68,27;6,97;4,164406201;2,536042833;2,899527578
3;121,3;66,3;6,11;3,467063817;1,869792983;3,017123858
4;121,3;66,3;6,18;5,04037191;2,766311252;3,025678975
5;121,3;66,3;6,15;6,949896341;3,919498227;2,975938845
6;121,3;66,3;6,2;2,880462182;1,535957109;2,70029928
8;121,3;66,3;6,27;4,21414992;2,384932447;2,718660554
0;121,3;66,3;6,33;4,901781535;2,765755728;3,073764269
4;121,3;66,3;6,44;3,778514167;2,147928291;2,781107489
6;121,3;66,3;6,53;7,389467425;4,070712407;3,031427709
8;121,3;66,3;6,56;9,71944404;5,163753055;2,838728548
0;121,3;66,3;6,61;7,888061917;4,490263018;3,253754906
2;121,3;66,3;6,64;5,821397428;3,458648458;3,041773381
4;121,3;66,3;6,68;5,294880762;3,127241169;3,144714475
6;121,3;66,3;6,72;6,028522074;3,30920913;3,010601053
8;121,3;66,3;6,76;5,16960184;3,051733791;3,0734984
0;121,3;66,3;6,8;8,137491439;4,326075411;2,780686379
2;121,3;66,3;6,84;5,953451183;3,544833533;3,472612543
4;121,3;66,3;6,89;6,244800215;3,535235922;3,14912478
8;121,3;66,3;6,97;2,830998502;1,596477902;2,655795893
1;121,67;64,33;5,95;6,354763353;3,737289104;3,386249084
4;121,67;64,33;6,1;5,195520245;2,917726613;3,047039303
5;121,67;64,33;6,16;12,46558223;6,751006205;3,356266017
6;121,67;64,33;6,2;7,873592889;4,463556909;3,057665661
8;121,67;64,33;6,27;9,046600154;4,366082086;3,069986978
0;121,67;64,33;6,33;3,981161581;2,659237794;2,712673108
2;121,67;64,33;6,4;2,733491761;1,400228036;2,567757533
4;121,67;64,33;6,44;3,837237534;2,147346821;2,663412471
6;121,67;64,33;6,5;6,158262989;3,360401231;2,810895564
8;121,67;64,33;6,56;5,474361232;3,37282668;3,05114389
0;121,67;64,33;6,61;5,622683841;3,180813653;3,101918244
2;121,67;64,33;6,64;6,742006906;3,646838602;2,790034292
4;121,67;64,33;6,68;13,58597194;7,366162167;3,481475522
6;121,67;64,33;6,72;3,402600082;2,61440475;2,720306536
8;121,67;64,33;6,76;5,463413342;3,071637139;3,069794331
0;121,67;64,33;6,8;10,32032732;5,774180295;3,387148753
2;121,67;64,33;6,84;6,645335023;3,67744126;2,839282425
4;121,67;64,33;6,89;5,916244292;3,436298567;3,261746935
6;121,67;64,33;6,93;6,078744712;3,542231916;3,329686983
8;121,67;64,33;6,97;4,781988988;2,693097599;2,872019288
1;122,03;62,37;5,95;3,79525609;2,758285521;2,707718638
2;122,03;62,37;6,03;5,440088348;3,276480955;3,463152789
4;122,03;62,37;6,17;4,773640511;3,108144937;2,83682228
5;122,03;62,37;6,15;5,901684473;3,488243636;3,364685378
6;122,03;62,37;6,2;5,781485504;3,485532463;3,504990573
8;122,03;62,37;6,27;5,822074313;3,368657759;3,232254867
0;122,03;62,37;6,33;3,803692164;2,691381681;2,716123865
2;122,03;62,37;6,4;6,111103041;3,563421517;2,966948475
6;122,03;62,37;6,56;2,891721571;1,652059738;2,64097861
8;122,03;62,37;6,56;5,853696228;3,279049317;3,060879513
0;122,03;62,37;6,62;5,896844469;3,398458501;3,231866524
2;122,03;62,37;6,65;6,230458352;3,557268075;3,18350154
4;122,03;62,37;6,68;25,9668789;11,43756776;3,111505137
6;122,03;62,37;6,73;6,310634453;3,753134372;2,966381499
8;122,03;62,37;6,77;7,930500578;4,23757989;2,745372093
0;122,03;62,37;6,81;7,37363127;4,325367207;2,948325705
2;122,03;62,37;6,85;8,146373871;4,333187645;2,796735064
4;122,03;62,37;6,89;8,081511678;4,290832706;2,75648462
6;122,03;62,37;6,94;7,057973083;3,814088304;2,92434217
2;122,4;60,4;6,02;3,608561848;1,984110542;2,5875637
5;122,4;60,4;6,14;6,971831295;3,98067144;3,237520115
0;122,4;60,4;6,32;8,579856255;4,559810805;2,783699713
2;122,4;60,4;6,4;5,177425687;2,88407036;2,825235044
6;122,4;60,4;6,57;2,378722894;1,290065775;2,611064428
8;122,4;60,4;6,57;6,07201217;3,525632997;3,119533691
0;122,4;60,4;6,62;5,878675401;3,429969148;3,316042481
2;122,4;60,4;6,66;4,646413737;2,74095151;2,855224487
4;122,4;60,4;6,7;3,060131304;1,838385423;2,656478812
6;122,4;60,4;6,73;5,938313052;3,393503442;3,067849467
8;122,4;60,4;6,77;6,665430253;3,676209166;2,967748835
0;122,4;60,4;6,82;5,440414968;3,036855403;2,717100659
2;122,4;60,4;6,86;4,480529071;2,672696638;2,924497954
4;122,4;60,4;6,9;2,674450027;1,397034421;3,019290796
6;122,4;60,4;6,94;4,964864983;2,992581113;3,157673327
1;122,77;58,43;5,92;3,009870756;1,640754492;2,820726708
2;122,77;58,43;6,01;5,114089549;2,964703698;2,995352804
4;122,77;58,43;6,15;6,583901844;3,953195221;3,591363725
5;122,77;58,43;6,13;3,981032686;2,151118258;2,988994967
6;122,77;58,43;6,18;6,572267533;3,637378847;3,045338229
8;122,767;58,433;6,26;10,52101985;5,892384957;3,31142621
0;122,767;58,433;6,32;5,146805054;3,205339035;3,164261949
2;122,767;58,433;6,39;2,323125015;1,345074217;2,569709402
4;122,767;58,433;6,45;3,059691705;1,741544458;2,700967095
8;122,767;58,433;6,58;5,252040068;2,942917749;3,036849304
0;122,767;58,433;6,63;6,302599469;3,691627009;3,348036437
4;122,767;58,433;6,71;6,530004435;3,781239458;3,324042422
6;122,767;58,433;6,74;8,168582705;4,798505355;3,494665296
0;122,767;58,433;6,83;2,213990656;1,168003585;2,558685902
2;122,767;58,433;6,87;6,211544006;3,305950302;2,717020063
4;122,767;58,433;6,91;4,162583197;2,878512981;2,799195866
6;122,767;58,433;6,95;3,039621578;1,679425336;2,649877693
8;122,767;58,433;7;5,632845373;3,173861355;3,044489841
1;123,133;56,467;5,91;8,405270358;4,779486659;2,810134228
2;123,133;56,467;6;6,364283857;3,661887864;3,222960072
3;123,133;56,467;6,08;5,415262137;3,278880121;3,369594219
4;123,133;56,467;6,14;2,541832129;1,543076475;2,608603094
6;123,133;56,467;6,17;5,859969765;3,34877025;3,057234928
2;123,133;56,467;6,39;4,976830562;2,758666009;2,956356963
4;123,133;56,467;6,43;5,489581062;3,108574952;2,932321599
6;123,133;56,467;6,58;2,54722101;1,47645478;2,620043837
0;123,133;56,467;6,64;8,300046908;4,391978162;2,768415201
2;123,133;56,467;6,68;9,088296111;5,055055273;3,229973455
6;123,133;56,467;6,75;17,11064182;8,755094175;2,937289099
8;123,133;56,467;6,79;11,52879673;6,272797531;3,35489982
0;123,133;56,467;6,83;6,473285801;3,750797314;3,284635906
2;123,133;56,467;6,87;7,28640408;3,922710041;2,754887544
4;123,133;56,467;6,92;3,057711274;1,910794152;2,62220475
6;123,133;56,467;6,96;5,847671032;3,22279876;3,022879
8;123,133;56,467;7,01;6,14877877;3,533846559;3,192716114
1;123,5;54,5;5,91;3,079895875;1,706853776;2,872071936
2;123,5;54,5;5,99;3,342992551;1,904802661;2,702576648
3;123,5;54,5;6,07;11,40152935;6,083791125;2,93549911
4;123,5;54,5;6,13;5,364608111;3,037271846;2,898242199
6;123,5;54,5;6,16;5,002909002;2,987694212;3,353012209
8;123,5;54,5;6,23;5,79872129;3,382254485;3,275884055
0;123,5;54,5;6,31;3,342940097;1,800089048;2,635247634
4;123,5;54,5;6,43;3,967761827;2,814189536;2,754903487
6;123,5;54,5;6,58;4,592937949;2,521266718;3,00411991
8;123,5;54,5;6,6;5,821779883;3,519507373;3,539982461
0;123,5;54,5;6,64;3,659876382;2,723696387;2,681414797
2;123,5;54,5;6,68;4,999361752;2,891865239;2,998440824
4;123,5;54,5;6,72;7,621160987;4,206366602;3,084801169
6;123,5;54,5;6,76;5,184277461;2,998532082;3,016614904
8;123,5;54,5;6,8;5,496859579;3,34540716;3,268578013
