2 33.4024488850474
2 30.228309884331846
2 32.58814766909098
2 27.648339129440426
4 50.9694076500199
4 32.31799383054228
4 71.13300125453311
6 36.58455020376543
6 32.0579360211637
6 25.15383635149931
8 24.048071302470973
8 35.42712776798454
8 45.15731900370238
8 39.422215383847195
8 58.133011063929445
10 37.068816119979026
10 55.040969962950726
10 32.737973547775425
12 73.34548605626424
12 59.27819442690086
12 57.89718371628222
12 32.11633607343099
12 38.10683085401048
12 34.64076377743768
12 36.1795390125451
14 37.69047671932918
14 49.87803645974715
14 33.6840915284679
14 33.80836469228378
14 37.31230686602162
14 37.04724305130147
16 36.86560356190998
16 35.62771128531495
16 43.07066801364104
16 36.6426306921103
16 33.31490111337355
16 29.349462484186276
16 36.54163430288375
16 38.66503684574331
16 37.26484863698975
2 24.020345728681804
2 35.059313121251854
4 20.999742227233092
4 60.20535946646384
4 36.094883764850174
4 29.968657517853742
4 34.441300905006145
4 40.29759224802796
6 32.948502428406705
6 38.00334774320383
6 37.88544766361625
6 47.328197715511976
8 49.308563492251686
8 33.13634623064899
8 51.275174196629614
8 35.23039439960133
10 51.94121488720187
10 39.35495546265822
10 50.38329091098234
12 35.434704161059855
12 37.58850313020992
12 33.89663830595124
12 41.777960040568196
12 84.48479700269422
12 41.007062738279515
14 31.01445781408581
14 36.32140206665611
14 37.29115049956246
14 27.186062312886058
14 83.49479897404616
14 31.630390009647467
14 37.963428251568004
14 49.38637203015989
16 53.80233714962551
16 25.42149434228932
16 26.77485270567842
16 68.86846420707867
16 42.28249592992941
16 37.86547893426666
16 44.626698638470145
2 20.81833994071267
2 32.17814034782925
2 30.043119954698287
4 20.42568026895509
4 34.05694408211343
4 30.09650834266901
4 37.17509285829032
4 32.620643164696716
4 52.94456790117829
4 42.15048979719825
6 33.36890581379209
6 64.00947549822592
6 41.49226376277578
8 34.0191832656622
8 51.2690941693976
8 26.220605883382984
10 55.05800573031451
10 33.86325172006949
10 56.82659183700373
12 84.33287076943859
12 42.61919334586378
12 62.03358223378419
12 52.20257044570755
12 33.73240941750953
12 33.86670141403051
12 33.89810633142749
12 55.60309253050452
12 70.24959902386338
14 35.936110965041905
14 35.93513149445662
14 39.22143662434346
14 37.01216180805595
14 34.4956288320704
